"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","EO","50","[c]","27920","27570"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","55950","53170"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","SEO/HEO","20","[c]","36010","34290"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","AA/AO","55","[c]","21210","21170"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","EO","20","[c]","25760","26670"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","SEO/HEO","35","[c]","37480","36460"
"Leaver CS","2022","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Prison Service","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","G6/G7","10","[c]","58280","59220"
"Leaver CS","2022","Human Resources","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","SEO/HEO","10","[c]","35730","35140"
"Leaver CS","2022","Human Resources","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","SEO/HEO","15","[c]","31670","30400"
"Leaver CS","2022","Human Resources","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","SEO/HEO","20","[c]","52180","53490"
"Leaver CS","2022","Legal","Crown Prosecution Service","AA/AO","135","[c]","22130","22200"
"Leaver CS","2022","Legal","Crown Prosecution Service","EO","40","[c]","28200","28430"
"Leaver CS","2022","Legal","Crown Prosecution Service","G6/G7","160","[c]","57310","55610"
