"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","35","[c]","32610","29180"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Female","Heterosexual / straight","145","[c]","25990","27570"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Male","Heterosexual / straight","100","[c]","26420","27570"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Female","Heterosexual / straight","40","[c]","33960","32330"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Female","Heterosexual / straight","65","[c]","28790","26590"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Male","Heterosexual / straight","50","[c]","29290","26590"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Male","Heterosexual / straight","30","[c]","29110","26350"
"New entrant CS","2022","Mixed","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Female","Heterosexual / straight","255","[c]","27860","25120"
"New entrant CS","2022","Mixed","Ministry of Justice","Female","LGBO","30","[c]","24900","23170"
"New entrant CS","2022","Mixed","Ministry of Justice","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Male","Heterosexual / straight","115","[c]","28310","25120"
"New entrant CS","2022","Mixed","Ministry of Justice","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
