"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","Unknown","55","[c]","53790","53380"
"Leaver CS","2022","20-29","Unknown","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HEO","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HEO","Unknown","355","[c]","32330","32000"
"Leaver CS","2022","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","Unknown","80","[c]","40300","40590"
"Leaver CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","240","[c]","27590","28980"
"Leaver CS","2022","20-29","White","AA","Heterosexual / straight","285","[c]","19400","19060"
"Leaver CS","2022","20-29","White","AA","LGBO","55","[c]","19550","18310"
"Leaver CS","2022","20-29","White","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","AO","Heterosexual / straight","1795","[c]","21610","21260"
"Leaver CS","2022","20-29","White","AO","LGBO","265","[c]","21520","21260"
"Leaver CS","2022","20-29","White","AO","Undeclared","105","[c]","21800","21260"
"Leaver CS","2022","20-29","White","AO","Unknown","335","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","EO","Heterosexual / straight","915","[c]","26440","27540"
"Leaver CS","2022","20-29","White","EO","LGBO","165","[c]","26830","27570"
"Leaver CS","2022","20-29","White","EO","Undeclared","65","[c]","26910","27570"
"Leaver CS","2022","20-29","White","EO","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G7","Heterosexual / straight","80","[c]","53660","53450"
"Leaver CS","2022","20-29","White","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","HEO","Heterosexual / straight","475","[c]","32110","32330"
"Leaver CS","2022","20-29","White","HEO","LGBO","65","[c]","31970","33110"
"Leaver CS","2022","20-29","White","HEO","Undeclared","35","[c]","33480","33570"
"Leaver CS","2022","20-29","White","HEO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SEO","Heterosexual / straight","175","[c]","39820","40050"
"Leaver CS","2022","20-29","White","SEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","Unknown","Heterosexual / straight","200","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AO","Heterosexual / straight","90","[c]","22260","21680"
"Leaver CS","2022","30-39","Asian","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","EO","Heterosexual / straight","150","[c]","28200","27570"
"Leaver CS","2022","30-39","Asian","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G7","Heterosexual / straight","55","[c]","55220","53620"
"Leaver CS","2022","30-39","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","HEO","Heterosexual / straight","70","[c]","33120","33040"
"Leaver CS","2022","30-39","Asian","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SEO","Heterosexual / straight","75","[c]","39660","40000"
"Leaver CS","2022","30-39","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AO","Heterosexual / straight","65","[c]","22360","22220"
"Leaver CS","2022","30-39","Black","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","EO","Heterosexual / straight","85","[c]","29120","30660"
"Leaver CS","2022","30-39","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HEO","Heterosexual / straight","40","[c]","32810","32330"
"Leaver CS","2022","30-39","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SEO","Heterosexual / straight","35","[c]","40100","40070"
"Leaver CS","2022","30-39","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","EO","Heterosexual / straight","45","[c]","28120","27570"
"Leaver CS","2022","30-39","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","Unknown","115","[c]","19860","19200"
"Leaver CS","2022","30-39","Unknown","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AO","Unknown","650","[c]","22250","21260"
"Leaver CS","2022","30-39","Unknown","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","EO","Unknown","350","[c]","27750","27570"
"Leaver CS","2022","30-39","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
