"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Tax","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Tax","Outside London","110","100","34590","33080"
"In post","2022","Declared non-disabled","Human Resources","Unknown","London","310","300","49490","42670"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Outside London","550","525","35960","32000"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","London","145","140","53070","49880"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","Outside London","385","370","44430","42530"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Security","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Communications","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Communications","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","Outside London","45","45","27260","26220"
"In post","2022","Declared non-disabled","Legal","Human Resources","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","Outside London","45","40","29410","27570"
"In post","2022","Declared non-disabled","Legal","Legal","London","2520","2355","60400","61830"
"In post","2022","Declared non-disabled","Legal","Legal","Outside London","2910","2695","53500","54390"
"In post","2022","Declared non-disabled","Legal","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","London","535","505","29390","27760"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","Outside London","1585","1450","27010","25920"
"In post","2022","Declared non-disabled","Legal","Other","London","300","285","32410","27350"
"In post","2022","Declared non-disabled","Legal","Other","Outside London","35","30","44570","33720"
"In post","2022","Declared non-disabled","Legal","Policy","London","50","45","47130","40940"
"In post","2022","Declared non-disabled","Legal","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Tax","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Tax","Outside London","200","190","41390","35980"
"In post","2022","Declared non-disabled","Legal","Unknown","London","100","95","73740","70600"
"In post","2022","Declared non-disabled","Legal","Unknown","Outside London","40","40","40410","33370"
"In post","2022","Declared non-disabled","No function","Commercial","London","115","110","51840","46600"
"In post","2022","Declared non-disabled","No function","Commercial","Outside London","240","235","48600","46550"
"In post","2022","Declared non-disabled","No function","Communications","London","75","75","44760","43000"
"In post","2022","Declared non-disabled","No function","Communications","Outside London","100","95","39870","36960"
"In post","2022","Declared non-disabled","No function","Corporate Finance","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","London","50","50","43650","43530"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","Outside London","55","55","41530","37030"
"In post","2022","Declared non-disabled","No function","Economics","London","260","255","50070","52530"
"In post","2022","Declared non-disabled","No function","Economics","Outside London","30","30","44390","40520"
"In post","2022","Declared non-disabled","No function","Finance","London","45","45","53470","53590"
"In post","2022","Declared non-disabled","No function","Finance","Outside London","55","50","44090","41790"
"In post","2022","Declared non-disabled","No function","Geography","Outside London","250","240","31930","33290"
"In post","2022","Declared non-disabled","No function","Human Resources","London","30","30","55320","53980"
"In post","2022","Declared non-disabled","No function","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Inspector of Education and Training","London","70","70","64130","64500"
"In post","2022","Declared non-disabled","No function","Inspector of Education and Training","Outside London","670","655","65850","70500"
"In post","2022","Declared non-disabled","No function","Intelligence Analysis","London","45","40","37330","33710"
"In post","2022","Declared non-disabled","No function","Intelligence Analysis","Outside London","255","245","29770","27380"
"In post","2022","Declared non-disabled","No function","Internal Audit","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","International Trade","London","640","635","48480","51710"
"In post","2022","Declared non-disabled","No function","International Trade","Outside London","145","140","41050","38160"
"In post","2022","Declared non-disabled","No function","International Trade","Overseas","85","85","57240","53750"
"In post","2022","Declared non-disabled","No function","Knowledge and Information Management","London","230","220","41230","36650"
"In post","2022","Declared non-disabled","No function","Knowledge and Information Management","Outside London","350","330","31350","28960"
"In post","2022","Declared non-disabled","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Legal","London","260","245","52220","54070"
"In post","2022","Declared non-disabled","No function","Legal","Outside London","675","600","42980","43190"
"In post","2022","Declared non-disabled","No function","Medicine","London","150","130","79170","77370"
"In post","2022","Declared non-disabled","No function","Medicine","Outside London","175","155","77240","86520"
"In post","2022","Declared non-disabled","No function","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Operational Delivery","London","15180","14380","34610","31060"
"In post","2022","Declared non-disabled","No function","Operational Delivery","Outside London","116770","105970","27720","27120"
"In post","2022","Declared non-disabled","No function","Operational Delivery","Overseas","85","85","61840","61470"
"In post","2022","Declared non-disabled","No function","Operational Delivery","Unknown","365","345","29290","27570"
"In post","2022","Declared non-disabled","No function","Operational Research","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Operational Research","Outside London","230","225","45460","47010"
"In post","2022","Declared non-disabled","No function","Other","London","1235","1205","42550","31880"
"In post","2022","Declared non-disabled","No function","Other","Outside London","3945","3685","28840","27570"
"In post","2022","Declared non-disabled","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Other","Unknown","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Planning","London","70","65","48600","46120"
"In post","2022","Declared non-disabled","No function","Planning","Outside London","45","40","43620","40720"
"In post","2022","Declared non-disabled","No function","Planning Inspectors","London","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Planning Inspectors","Outside London","255","225","56380","58810"
"In post","2022","Declared non-disabled","No function","Policy","London","10940","10660","49670","52250"
"In post","2022","Declared non-disabled","No function","Policy","Outside London","3965","3805","41730","36970"
"In post","2022","Declared non-disabled","No function","Policy","Overseas","1095","1090","51550","52400"
"In post","2022","Declared non-disabled","No function","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Project Delivery","London","210","205","49550","51730"
"In post","2022","Declared non-disabled","No function","Project Delivery","Outside London","160","155","40440","37530"
"In post","2022","Declared non-disabled","No function","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Property","Outside London","20","15","[c]","[c]"
