"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","HEO","270","[c]","31950","33080"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","SEO","95","[c]","39630","38650"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","Unknown","345","[c]","27840","25480"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","AA","70","[c]","20610","20890"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","555","[c]","21770","21260"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","EO","130","[c]","26920","27570"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","10","[c]","53060","48860"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","30","[c]","31990","30630"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","20","[c]","41360","41630"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","235","[c]","28400","24800"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","AA/AO","AA","60","[c]","20500","19810"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","AA/AO","AO","125","[c]","22640","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","EO","EO","95","[c]","26750","27570"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","SEO/HEO","HEO","40","[c]","31860","32000"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","SEO/HEO","SEO","20","[c]","40170","40000"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Unknown","Unknown","95","[c]","28760","26310"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","AA","65","[c]","20640","21650"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","AO","210","[c]","25480","25640"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","EO","EO","215","[c]","28680","29290"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","G7","15","[c]","58640","53260"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","HEO","40","[c]","33730","33700"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","SEO","30","[c]","44450","44500"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Unknown","Unknown","165","[c]","28720","26310"
"New entrant CS","2022","East of England","East Anglia","AA/AO","AA","160","[c]","20700","20890"
"New entrant CS","2022","East of England","East Anglia","AA/AO","AO","580","[c]","23090","21820"
"New entrant CS","2022","East of England","East Anglia","EO","EO","315","[c]","26540","26590"
"New entrant CS","2022","East of England","East Anglia","G6/G7","G6","10","[c]","80730","78480"
"New entrant CS","2022","East of England","East Anglia","G6/G7","G7","35","[c]","54860","52610"
"New entrant CS","2022","East of England","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","SEO/HEO","HEO","120","[c]","32040","31000"
"New entrant CS","2022","East of England","East Anglia","SEO/HEO","SEO","70","[c]","39830","37800"
"New entrant CS","2022","East of England","East Anglia","Unknown","Unknown","475","[c]","26290","24800"
"New entrant CS","2022","East of England","Essex","AA/AO","AA","55","[c]","21370","20890"
"New entrant CS","2022","East of England","Essex","AA/AO","AO","225","[c]","23750","24250"
"New entrant CS","2022","East of England","Essex","EO","EO","155","[c]","28850","29290"
"New entrant CS","2022","East of England","Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","G6/G7","G7","10","[c]","55950","53050"
"New entrant CS","2022","East of England","Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","SEO/HEO","HEO","40","[c]","33530","33000"
"New entrant CS","2022","East of England","Essex","SEO/HEO","SEO","25","[c]","40100","40180"
"New entrant CS","2022","East of England","Essex","Unknown","Unknown","260","[c]","28170","24800"
"New entrant CS","2022","London","Inner London - East","AA/AO","AA","40","[c]","23580","22180"
"New entrant CS","2022","London","Inner London - East","AA/AO","AO","340","[c]","25740","25000"
"New entrant CS","2022","London","Inner London - East","EO","EO","860","[c]","29730","30750"
"New entrant CS","2022","London","Inner London - East","G6/G7","G6","75","[c]","71480","70880"
"New entrant CS","2022","London","Inner London - East","G6/G7","G7","265","[c]","57080","55000"
"New entrant CS","2022","London","Inner London - East","SCS level","SCS level","55","[c]","104260","98000"
"New entrant CS","2022","London","Inner London - East","SEO/HEO","HEO","535","[c]","34860","34260"
"New entrant CS","2022","London","Inner London - East","SEO/HEO","SEO","260","[c]","41990","41750"
"New entrant CS","2022","London","Inner London - East","Unknown","Unknown","450","[c]","36610","33700"
"New entrant CS","2022","London","Inner London - West","AA/AO","AA","120","[c]","22490","22460"
"New entrant CS","2022","London","Inner London - West","AA/AO","AO","650","[c]","25040","23770"
"New entrant CS","2022","London","Inner London - West","EO","EO","1730","[c]","27780","27680"
"New entrant CS","2022","London","Inner London - West","G6/G7","G6","270","[c]","68480","66160"
"New entrant CS","2022","London","Inner London - West","G6/G7","G7","1045","[c]","54980","53640"
"New entrant CS","2022","London","Inner London - West","SCS level","SCS level","140","[c]","99550","90000"
"New entrant CS","2022","London","Inner London - West","SEO/HEO","HEO","2620","[c]","32980","33210"
"New entrant CS","2022","London","Inner London - West","SEO/HEO","SEO","1080","[c]","41560","40720"
"New entrant CS","2022","London","Inner London - West","Unknown","Unknown","120","[c]","33130","30200"
"New entrant CS","2022","London","Outer London - East and North East","AA/AO","AA","50","[c]","23570","24080"
"New entrant CS","2022","London","Outer London - East and North East","AA/AO","AO","220","[c]","26850","25110"
"New entrant CS","2022","London","Outer London - East and North East","EO","EO","220","[c]","30550","31060"
"New entrant CS","2022","London","Outer London - East and North East","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","SEO/HEO","HEO","15","[c]","33350","33070"
"New entrant CS","2022","London","Outer London - East and North East","SEO/HEO","SEO","15","[c]","43240","41750"
"New entrant CS","2022","London","Outer London - East and North East","Unknown","Unknown","155","[c]","32400","28690"
"New entrant CS","2022","London","Outer London - South","AA/AO","AA","15","[c]","22480","22460"
"New entrant CS","2022","London","Outer London - South","AA/AO","AO","140","[c]","24380","25110"
"New entrant CS","2022","London","Outer London - South","EO","EO","445","[c]","30000","30600"
"New entrant CS","2022","London","Outer London - South","G6/G7","G6","15","[c]","72350","70600"
"New entrant CS","2022","London","Outer London - South","G6/G7","G7","60","[c]","59860","58600"
"New entrant CS","2022","London","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","SEO/HEO","HEO","225","[c]","35620","35490"
"New entrant CS","2022","London","Outer London - South","SEO/HEO","SEO","75","[c]","43300","42100"
"New entrant CS","2022","London","Outer London - South","Unknown","Unknown","175","[c]","32590","30200"
"New entrant CS","2022","London","Outer London - West and North West","AA/AO","AA","55","[c]","22940","22350"
"New entrant CS","2022","London","Outer London - West and North West","AA/AO","AO","270","[c]","26400","25110"
"New entrant CS","2022","London","Outer London - West and North West","EO","EO","520","[c]","29140","28700"
"New entrant CS","2022","London","Outer London - West and North West","G6/G7","G6","10","[c]","59090","59400"
"New entrant CS","2022","London","Outer London - West and North West","G6/G7","G7","25","[c]","53470","52610"
"New entrant CS","2022","London","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","SEO/HEO","HEO","125","[c]","32320","32330"
"New entrant CS","2022","London","Outer London - West and North West","SEO/HEO","SEO","75","[c]","41880","40350"
"New entrant CS","2022","London","Outer London - West and North West","Unknown","Unknown","185","[c]","32350","28330"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","AA","15","[c]","19320","19200"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","AO","1460","[c]","21250","21260"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","EO","EO","740","[c]","26630","26590"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","G6","15","[c]","63560","64050"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","G7","100","[c]","52710","52050"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","HEO","275","[c]","31810","33080"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","SEO","130","[c]","38390","37450"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","Unknown","260","[c]","28050","26310"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","AA/AO","AA","100","[c]","20790","20890"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","AA/AO","AO","470","[c]","22280","22010"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","EO","EO","185","[c]","26460","27570"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","G6/G7","G7","45","[c]","51120","49500"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","SEO/HEO","HEO","95","[c]","29890","29360"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","SEO/HEO","SEO","60","[c]","36580","36500"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Unknown","Unknown","260","[c]","28280","27610"
"New entrant CS","2022","North West (England)","Cheshire","AA/AO","AA","50","[c]","20600","20890"
"New entrant CS","2022","North West (England)","Cheshire","AA/AO","AO","195","[c]","21860","21300"
"New entrant CS","2022","North West (England)","Cheshire","EO","EO","105","[c]","28880","28840"
"New entrant CS","2022","North West (England)","Cheshire","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","G6/G7","G7","30","[c]","52930","50210"
"New entrant CS","2022","North West (England)","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","SEO/HEO","HEO","65","[c]","33200","31950"
"New entrant CS","2022","North West (England)","Cheshire","SEO/HEO","SEO","25","[c]","38610","36700"
"New entrant CS","2022","North West (England)","Cheshire","Unknown","Unknown","115","[c]","26290","24800"
"New entrant CS","2022","North West (England)","Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","AA/AO","AO","175","[c]","21760","21300"
"New entrant CS","2022","North West (England)","Cumbria","EO","EO","45","[c]","26790","27570"
"New entrant CS","2022","North West (England)","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","G6/G7","G7","10","[c]","57810","48710"
"New entrant CS","2022","North West (England)","Cumbria","SEO/HEO","HEO","20","[c]","29890","29180"
"New entrant CS","2022","North West (England)","Cumbria","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Unknown","Unknown","95","[c]","31030","28200"
"New entrant CS","2022","North West (England)","Greater Manchester","AA/AO","AA","60","[c]","19770","20890"
"New entrant CS","2022","North West (England)","Greater Manchester","AA/AO","AO","1075","[c]","21430","21250"
"New entrant CS","2022","North West (England)","Greater Manchester","EO","EO","860","[c]","26500","26590"
"New entrant CS","2022","North West (England)","Greater Manchester","G6/G7","G6","45","[c]","66880","64780"
"New entrant CS","2022","North West (England)","Greater Manchester","G6/G7","G7","185","[c]","53250","52060"
"New entrant CS","2022","North West (England)","Greater Manchester","SCS level","SCS level","10","[c]","92010","84560"
"New entrant CS","2022","North West (England)","Greater Manchester","SEO/HEO","HEO","470","[c]","31820","32110"
"New entrant CS","2022","North West (England)","Greater Manchester","SEO/HEO","SEO","225","[c]","38320","37300"
"New entrant CS","2022","North West (England)","Greater Manchester","Unknown","Unknown","495","[c]","27290","24800"
"New entrant CS","2022","North West (England)","Lancashire","AA/AO","AA","80","[c]","20470","20890"
"New entrant CS","2022","North West (England)","Lancashire","AA/AO","AO","790","[c]","21700","21260"
"New entrant CS","2022","North West (England)","Lancashire","EO","EO","310","[c]","27380","27570"
"New entrant CS","2022","North West (England)","Lancashire","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Lancashire","G6/G7","G7","45","[c]","53210","52670"
"New entrant CS","2022","North West (England)","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Lancashire","SEO/HEO","HEO","50","[c]","31710","31990"
"New entrant CS","2022","North West (England)","Lancashire","SEO/HEO","SEO","55","[c]","39290","38500"
"New entrant CS","2022","North West (England)","Lancashire","Unknown","Unknown","265","[c]","28030","24800"
"New entrant CS","2022","North West (England)","Merseyside","AA/AO","AA","50","[c]","18640","18240"
"New entrant CS","2022","North West (England)","Merseyside","AA/AO","AO","1180","[c]","21230","21250"
"New entrant CS","2022","North West (England)","Merseyside","EO","EO","795","[c]","26350","26590"
"New entrant CS","2022","North West (England)","Merseyside","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Merseyside","G6/G7","G7","40","[c]","55910","53430"
"New entrant CS","2022","North West (England)","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Merseyside","SEO/HEO","HEO","245","[c]","32200","33080"
"New entrant CS","2022","North West (England)","Merseyside","SEO/HEO","SEO","90","[c]","39850","39330"
"New entrant CS","2022","North West (England)","Merseyside","Unknown","Unknown","435","[c]","27360","24800"
"New entrant CS","2022","Northern Ireland","Northern Ireland","AA/AO","AA","25","[c]","19930","19810"
"New entrant CS","2022","Northern Ireland","Northern Ireland","AA/AO","AO","215","[c]","21260","21250"
"New entrant CS","2022","Northern Ireland","Northern Ireland","EO","EO","165","[c]","26160","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","G6/G7","G7","25","[c]","52380","52080"
"New entrant CS","2022","Northern Ireland","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","SEO/HEO","HEO","135","[c]","33070","33080"
"New entrant CS","2022","Northern Ireland","Northern Ireland","SEO/HEO","SEO","35","[c]","39620","40000"
"New entrant CS","2022","Overseas","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","SEO/HEO","HEO","25","[c]","37170","36740"
"New entrant CS","2022","Overseas","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Eastern Scotland","AA/AO","AA","485","[c]","21440","21050"
"New entrant CS","2022","Scotland","Eastern Scotland","AA/AO","AO","960","[c]","22080","21260"
"New entrant CS","2022","Scotland","Eastern Scotland","EO","EO","760","[c]","27240","27230"
"New entrant CS","2022","Scotland","Eastern Scotland","G6/G7","G6","55","[c]","68360","67550"
"New entrant CS","2022","Scotland","Eastern Scotland","G6/G7","G7","185","[c]","52770","49860"
"New entrant CS","2022","Scotland","Eastern Scotland","SCS level","SCS level","15","[c]","87550","78810"
"New entrant CS","2022","Scotland","Eastern Scotland","SEO/HEO","HEO","500","[c]","32280","31540"
"New entrant CS","2022","Scotland","Eastern Scotland","SEO/HEO","SEO","335","[c]","40890","39660"
"New entrant CS","2022","Scotland","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","AA/AO","AA","15","[c]","22540","21840"
"New entrant CS","2022","Scotland","Highlands and Islands","AA/AO","AO","55","[c]","21980","21260"
"New entrant CS","2022","Scotland","Highlands and Islands","EO","EO","65","[c]","27650","27570"
"New entrant CS","2022","Scotland","Highlands and Islands","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","SEO/HEO","HEO","15","[c]","31510","31540"
"New entrant CS","2022","Scotland","Highlands and Islands","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","AA/AO","AA","15","[c]","21310","21050"
"New entrant CS","2022","Scotland","North Eastern Scotland","AA/AO","AO","80","[c]","23180","22640"
"New entrant CS","2022","Scotland","North Eastern Scotland","EO","EO","95","[c]","27190","27230"
"New entrant CS","2022","Scotland","North Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","SEO/HEO","HEO","40","[c]","31700","31540"
"New entrant CS","2022","Scotland","North Eastern Scotland","SEO/HEO","SEO","30","[c]","54090","46540"
"New entrant CS","2022","Scotland","Southern Scotland","AA/AO","AA","25","[c]","21100","20950"
"New entrant CS","2022","Scotland","Southern Scotland","AA/AO","AO","425","[c]","21740","21250"
"New entrant CS","2022","Scotland","Southern Scotland","EO","EO","205","[c]","26650","27570"
"New entrant CS","2022","Scotland","Southern Scotland","G6/G7","G7","10","[c]","56360","52080"
"New entrant CS","2022","Scotland","Southern Scotland","SEO/HEO","HEO","20","[c]","31350","31540"
"New entrant CS","2022","Scotland","Southern Scotland","SEO/HEO","SEO","20","[c]","40320","41750"
"New entrant CS","2022","Scotland","West Central Scotland","AA/AO","AA","410","[c]","21170","21050"
"New entrant CS","2022","Scotland","West Central Scotland","AA/AO","AO","840","[c]","21670","21260"
"New entrant CS","2022","Scotland","West Central Scotland","EO","EO","885","[c]","26780","27230"
"New entrant CS","2022","Scotland","West Central Scotland","G6/G7","G6","55","[c]","67540","65280"
"New entrant CS","2022","Scotland","West Central Scotland","G6/G7","G7","155","[c]","52610","49860"
"New entrant CS","2022","Scotland","West Central Scotland","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","West Central Scotland","SEO/HEO","HEO","520","[c]","32170","31540"
"New entrant CS","2022","Scotland","West Central Scotland","SEO/HEO","SEO","265","[c]","41150","39660"
"New entrant CS","2022","Scotland","West Central Scotland","Unknown","Unknown","10","[c]","41920","35150"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","100","[c]","21160","21790"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","430","[c]","25330","25540"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","235","[c]","27270","27570"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","35","[c]","56840","53350"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","125","[c]","32250","33000"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","75","[c]","40400","40000"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","300","[c]","28680","24270"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","AA/AO","AA","175","[c]","19760","19010"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","AA/AO","AO","485","[c]","22110","21250"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","EO","EO","320","[c]","25740","26130"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","G6/G7","G6","15","[c]","73290","74690"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","G6/G7","G7","115","[c]","53380","52000"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","SEO/HEO","HEO","305","[c]","29920","30450"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","SEO/HEO","SEO","125","[c]","39720","38650"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","Unknown","Unknown","240","[c]","28220","24800"
"New entrant CS","2022","South East (England)","Kent","AA/AO","AA","90","[c]","20950","20890"
"New entrant CS","2022","South East (England)","Kent","AA/AO","AO","500","[c]","24860","24250"
"New entrant CS","2022","South East (England)","Kent","EO","EO","195","[c]","27780","26130"
"New entrant CS","2022","South East (England)","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Kent","G6/G7","G7","10","[c]","53670","50730"
"New entrant CS","2022","South East (England)","Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Kent","SEO/HEO","HEO","30","[c]","31900","31610"
"New entrant CS","2022","South East (England)","Kent","SEO/HEO","SEO","15","[c]","36440","36630"
"New entrant CS","2022","South East (England)","Kent","Unknown","Unknown","245","[c]","28090","26310"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","AA/AO","AA","100","[c]","22150","21790"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","AA/AO","AO","470","[c]","24920","24370"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","EO","EO","265","[c]","27750","27570"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","G6/G7","G6","15","[c]","72370","66000"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","G6/G7","G7","35","[c]","54070","52290"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","SEO/HEO","HEO","70","[c]","32760","32560"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","SEO/HEO","SEO","55","[c]","39390","38750"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","Unknown","Unknown","305","[c]","29170","26310"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","AA","15","[c]","19990","19200"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","AO","115","[c]","21550","21260"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","EO","EO","30","[c]","26770","27570"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","HEO","20","[c]","32220","32310"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","SEO","15","[c]","39660","36190"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","Unknown","50","[c]","27860","24850"
"New entrant CS","2022","South West (England)","Devon","AA/AO","AA","135","[c]","19710","19380"
"New entrant CS","2022","South West (England)","Devon","AA/AO","AO","335","[c]","22090","21750"
"New entrant CS","2022","South West (England)","Devon","EO","EO","145","[c]","26170","24950"
"New entrant CS","2022","South West (England)","Devon","G6/G7","G6","15","[c]","63950","59290"
"New entrant CS","2022","South West (England)","Devon","G6/G7","G7","55","[c]","49970","47550"
"New entrant CS","2022","South West (England)","Devon","SEO/HEO","HEO","80","[c]","31600","31200"
"New entrant CS","2022","South West (England)","Devon","SEO/HEO","SEO","60","[c]","38440","37420"
"New entrant CS","2022","South West (England)","Devon","Unknown","Unknown","195","[c]","27330","24800"
"New entrant CS","2022","South West (England)","Dorset and Somerset","AA/AO","AA","55","[c]","20740","20890"
"New entrant CS","2022","South West (England)","Dorset and Somerset","AA/AO","AO","245","[c]","21970","21260"
"New entrant CS","2022","South West (England)","Dorset and Somerset","EO","EO","105","[c]","26240","26740"
"New entrant CS","2022","South West (England)","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Dorset and Somerset","G6/G7","G7","10","[c]","60350","54000"
"New entrant CS","2022","South West (England)","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Dorset and Somerset","SEO/HEO","HEO","65","[c]","32350","33000"
"New entrant CS","2022","South West (England)","Dorset and Somerset","SEO/HEO","SEO","40","[c]","41620","42510"
"New entrant CS","2022","South West (England)","Dorset and Somerset","Unknown","Unknown","185","[c]","27000","24090"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","185","[c]","19590","19200"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","610","[c]","21620","21260"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","795","[c]","24050","24750"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","45","[c]","68200","65740"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","265","[c]","51760","49970"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","15","[c]","112720","1e+05"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","770","[c]","30160","29230"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","500","[c]","39880","39750"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","540","[c]","30290","27540"
"New entrant CS","2022","Unknown","Unknown","AA/AO","AA","30","[c]","19160","18310"
"New entrant CS","2022","Unknown","Unknown","AA/AO","AO","95","[c]","21630","21260"
"New entrant CS","2022","Unknown","Unknown","EO","EO","115","[c]","27870","27570"
"New entrant CS","2022","Unknown","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
