"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Other","125","[c]","26450","25750"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Policy","235","[c]","35810","33570"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Science and Engineering","215","[c]","26160","26880"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Unknown","110","[c]","34500","34710"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Other","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Project Delivery","90","[c]","29710","27550"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Science and Engineering","50","[c]","27290","27540"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Security","55","[c]","25740","25680"
"Leaver CS","2022","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Economics","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Medicine","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Operational Delivery","140","[c]","24330","24880"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Other","90","[c]","22820","21170"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Policy","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Unknown","730","[c]","25380","24030"
"Leaver CS","2022","20-29","Undeclared","Analysis","Economics","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Digital, Data & Technology","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","Operational Delivery","150","[c]","25240","23050"
"Leaver CS","2022","20-29","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","Policy","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Economics","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Commercial","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Communications","Communications","55","[c]","27770","28070"
"Leaver CS","2022","20-29","Unknown","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Debt","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Digital, Data and Technology","110","[c]","32710","32400"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","Finance","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Human Resources","Human Resources","60","[c]","24460","22350"
"Leaver CS","2022","20-29","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Legal","Legal","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Legal","Operational Delivery","40","[c]","22620","22200"
"Leaver CS","2022","20-29","Unknown","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","International Trade","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Operational Delivery","1560","[c]","24450","21840"
"Leaver CS","2022","20-29","Unknown","No function","Other","55","[c]","23870","18430"
"Leaver CS","2022","20-29","Unknown","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Policy","190","[c]","31160","28500"
"Leaver CS","2022","20-29","Unknown","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Psychology","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","No function","Unknown","160","[c]","29700","29250"
"Leaver CS","2022","20-29","Unknown","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Property","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Property","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Security","Security","40","[c]","25950","25540"
"Leaver CS","2022","20-29","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Finance","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
