"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Greater Manchester North East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Greater Manchester North West","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Greater Manchester South West","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Liverpool","Outside London","75","[c]","39430","28200"
"Leaver Dept.","2022","50-59","North West (England)","Manchester","Outside London","120","[c]","40690","34530"
"Leaver Dept.","2022","50-59","North West (England)","Mid Lancashire","Outside London","20","[c]","34640","32390"
"Leaver Dept.","2022","50-59","North West (England)","Sefton","Outside London","30","[c]","30230","27570"
"Leaver Dept.","2022","50-59","North West (England)","Warrington","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Wirral","Outside London","15","[c]","30430","27570"
"Leaver Dept.","2022","50-59","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Northern Ireland","Belfast","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Angus and Dundee City","Outside London","30","[c]","25220","22330"
"Leaver Dept.","2022","50-59","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","City of Edinburgh","Outside London","25","[c]","45260","38800"
"Leaver Dept.","2022","50-59","Scotland","Clackmannanshire and Fife","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Falkirk","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Glasgow City","Outside London","80","[c]","31430","28170"
"Leaver Dept.","2022","50-59","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","North Lanarkshire","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","South Lanarkshire","Outside London","25","[c]","42980","38990"
"Leaver Dept.","2022","50-59","Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Berkshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Central Hampshire","Outside London","15","[c]","40150","40580"
"Leaver Dept.","2022","50-59","South East (England)","East Kent","Outside London","20","[c]","31710","29290"
"Leaver Dept.","2022","50-59","South East (England)","East Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","East Sussex CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Mid Kent","Outside London","20","[c]","60880","53980"
"Leaver Dept.","2022","50-59","South East (England)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","North Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","Oxfordshire CC","Outside London","95","[c]","44690","42000"
"Leaver Dept.","2022","50-59","South East (England)","Portsmouth","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","South Hampshire","Outside London","15","[c]","57320","52860"
"Leaver Dept.","2022","50-59","South East (England)","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","West Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South East (England)","West Sussex (North East)","Outside London","10","[c]","61690","50670"
"Leaver Dept.","2022","50-59","South East (England)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","65","[c]","44340","41710"
"Leaver Dept.","2022","50-59","South West (England)","Bristol, City of","Outside London","85","[c]","49650","42370"
"Leaver Dept.","2022","50-59","South West (England)","Cornwall and Isles of Scilly","Outside London","15","[c]","38470","36420"
"Leaver Dept.","2022","50-59","South West (England)","Devon CC","Outside London","30","[c]","36110","28880"
"Leaver Dept.","2022","50-59","South West (England)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South West (England)","Gloucestershire CC","Outside London","10","[c]","62730","41920"
"Leaver Dept.","2022","50-59","South West (England)","Plymouth","Outside London","15","[c]","34280","33210"
"Leaver Dept.","2022","50-59","South West (England)","Somerset CC","Outside London","15","[c]","32650","32130"
"Leaver Dept.","2022","50-59","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","South West (England)","Wiltshire","Outside London","140","[c]","45500","42480"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Unknown","75","[c]","46170","41090"
"Leaver Dept.","2022","50-59","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Cardiff and Vale of Glamorgan","Outside London","40","[c]","36040","27730"
"Leaver Dept.","2022","50-59","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Gwent Valleys","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Monmouthshire and Newport","Outside London","20","[c]","38280","28330"
"Leaver Dept.","2022","50-59","Wales","South West Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Wales","Swansea","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Birmingham","Outside London","125","[c]","42980","36120"
"Leaver Dept.","2022","50-59","West Midlands (England)","Coventry","Outside London","10","[c]","41170","33090"
"Leaver Dept.","2022","50-59","West Midlands (England)","Dudley","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Staffordshire CC","Outside London","15","[c]","45020","40010"
"Leaver Dept.","2022","50-59","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Telford and Wrekin","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Warwickshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Wolverhampton","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","West Midlands (England)","Worcestershire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Bradford","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Leeds","Outside London","195","[c]","44270","36330"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","[c]","39180","33300"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Sheffield","Outside London","35","[c]","41120","36730"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","York","Outside London","30","[c]","47840","45840"
"Leaver Dept.","2022","60-64","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East Midlands (England)","Nottingham","Outside London","15","[c]","36280","30020"
"Leaver Dept.","2022","60-64","East of England","Cambridgeshire CC","Outside London","20","[c]","39280","34540"
"Leaver Dept.","2022","60-64","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","Suffolk CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","East of England","West Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Barnet","London","75","[c]","51980","34550"
"Leaver Dept.","2022","60-64","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Lambeth","London","75","[c]","60070","52610"
"Leaver Dept.","2022","60-64","London","Lewisham and Southwark","London","10","[c]","68040","63290"
"Leaver Dept.","2022","60-64","London","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Westminster","London","50","[c]","57830","56070"
"Leaver Dept.","2022","60-64","North East (England)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North East (England)","Sunderland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North East (England)","Tyneside","Outside London","15","[c]","43750","34950"
"Leaver Dept.","2022","60-64","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","Liverpool","Outside London","10","[c]","28950","24210"
"Leaver Dept.","2022","60-64","North West (England)","Manchester","Outside London","15","[c]","46510","24430"
"Leaver Dept.","2022","60-64","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","North West (England)","Warrington","Outside London","[c]","[c]","[c]","[c]"
