"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","No function","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice","Policy","60","60","44810","41750"
"In post","2022","Undeclared","No function","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice","Psychology","125","115","37120","31180"
"In post","2022","Undeclared","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Scottish Government","Operational Delivery","80","75","32460","30840"
"In post","2022","Undeclared","No function","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","UK Statistics Authority","Operational Delivery","80","60","24460","20350"
"In post","2022","Undeclared","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Transport","Project Delivery","40","35","48900","47740"
"In post","2022","Undeclared","Project Delivery","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions","Project Delivery","50","50","35920","34800"
"In post","2022","Undeclared","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Food Standards Agency","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Policy","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Land Registry","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Policy","65","60","57550","62120"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Project Delivery","130","120","43180","40520"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Tax","40","35","34670","33370"
"In post","2022","Undeclared","Project Delivery","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","HM Treasury","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Commercial","55","50","43330","42010"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Finance","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Operational Delivery","25","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Other","200","190","33340","31810"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Project Delivery","350","345","43430","40580"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Science and Engineering","250","245","41170","40340"
"In post","2022","Undeclared","Project Delivery","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Ministry of Justice","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office","Property","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Education","Property","30","30","54450","61820"
"In post","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","Property","30","30","39330","33170"
"In post","2022","Undeclared","Property","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Transport","Property","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Department for Work and Pensions","Property","10","5","[c]","[c]"
"In post","2022","Undeclared","Property","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Foreign, Commonwealth and Development Office","Property","30","30","[c]","[c]"
"In post","2022","Undeclared","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","HM Revenue and Customs","Operational Delivery","65","60","31830","26840"
"In post","2022","Undeclared","Property","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","HM Revenue and Customs","Property","225","205","37890","33380"
"In post","2022","Undeclared","Property","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Defence","Other","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Defence","Property","150","145","33020","33300"
"In post","2022","Undeclared","Property","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Ministry of Justice","Property","35","35","44390","43940"
