"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Other","London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Other","Outside London","Heterosexual / straight","735","630","26190","21830"
"In post","2022","65+","Other","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Other","Outside London","Undeclared","130","115","29180","26490"
"In post","2022","65+","Other","Outside London","Unknown","80","60","28930","21830"
"In post","2022","65+","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","65+","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Outside London","Heterosexual / straight","25","15","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Policy","London","Heterosexual / straight","135","115","47340","42440"
"In post","2022","65+","Policy","London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Policy","London","Undeclared","30","25","[c]","[c]"
"In post","2022","65+","Policy","London","Unknown","30","20","[c]","[c]"
"In post","2022","65+","Policy","Outside London","Heterosexual / straight","85","65","39680","36240"
"In post","2022","65+","Policy","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Policy","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","65+","Policy","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","Heterosexual / straight","45","40","45660","39100"
"In post","2022","65+","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Outside London","Heterosexual / straight","130","100","41580","40520"
"In post","2022","65+","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Project Delivery","Outside London","Unknown","35","30","39320","37990"
"In post","2022","65+","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","Heterosexual / straight","35","35","49800","49230"
"In post","2022","65+","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Property","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Property","Outside London","Heterosexual / straight","195","170","32240","33000"
"In post","2022","65+","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Property","Outside London","Unknown","40","30","28770","23550"
"In post","2022","65+","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Science and Engineering","Outside London","Heterosexual / straight","260","215","37440","35450"
"In post","2022","65+","Science and Engineering","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Science and Engineering","Outside London","Undeclared","45","35","38510","34530"
"In post","2022","65+","Science and Engineering","Outside London","Unknown","80","60","47140","45870"
"In post","2022","65+","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","Heterosexual / straight","35","35","36970","29080"
"In post","2022","65+","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Security","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Security","Outside London","Heterosexual / straight","180","150","24880","21170"
"In post","2022","65+","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Outside London","Undeclared","30","25","29640","24720"
"In post","2022","65+","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Tax","London","Heterosexual / straight","45","35","44690","40910"
"In post","2022","65+","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Tax","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Tax","London","Unknown","30","25","39210","37930"
"In post","2022","65+","Tax","Outside London","Heterosexual / straight","160","110","37280","35980"
"In post","2022","65+","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Tax","Outside London","Undeclared","30","20","36210","28920"
"In post","2022","65+","Tax","Outside London","Unknown","65","45","35180","33400"
"In post","2022","65+","Unknown","London","Heterosexual / straight","40","35","48440","32530"
"In post","2022","65+","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","London","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Unknown","London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Outside London","Heterosexual / straight","135","110","37300","30040"
"In post","2022","65+","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Outside London","Unknown","155","130","37450","30040"
"In post","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
