"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","Heterosexual / straight","490","[c]","26230","25110"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","LGBO","45","[c]","26020","24250"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","Undeclared","45","[c]","26760","26840"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","Unknown","700","[c]","26120","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","4530","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Heterosexual / straight","65","[c]","54460","45810"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Unknown","35","[c]","48320","44330"
"Leaver CS","2022","Unknown","Home Office","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Heterosexual / straight","30","[c]","42830","35050"
"Leaver CS","2022","Unknown","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Heterosexual / straight","50","[c]","28410","27370"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Heterosexual / straight","1030","[c]","27830","25310"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","LGBO","45","[c]","27860","24890"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Undeclared","175","[c]","28550","27370"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Unknown","155","[c]","25520","24880"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Heterosexual / straight","80","[c]","34080","25880"
"Leaver CS","2022","Unknown","Home Office","Other","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Heterosexual / straight","65","[c]","52230","52070"
"Leaver CS","2022","Unknown","Home Office","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Heterosexual / straight","45","[c]","48800","42980"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Heterosexual / straight","120","[c]","36730","33300"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Heterosexual / straight","185","[c]","41960","39030"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Unknown","55","[c]","39130","34170"
"Leaver CS","2022","Unknown","Ministry of Defence","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Heterosexual / straight","890","[c]","25010","21380"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Undeclared","140","[c]","26010","21580"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Unknown","385","[c]","33700","32400"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","Heterosexual / straight","35","[c]","42500","40920"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","Unknown","5","[c]","[c]","[c]"
