"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","North West (England)","Merseyside","Liverpool","190","[c]","25960","24800"
"New entrant CS","2022","50-59","North West (England)","Merseyside","Sefton","100","[c]","28410","24880"
"New entrant CS","2022","50-59","North West (England)","Merseyside","Wirral","55","[c]","26630","22960"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Belfast","40","[c]","29010","26590"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Overseas","Overseas","10","[c]","44360","38370"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","Angus and Dundee City","105","[c]","26140","23230"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","City of Edinburgh","235","[c]","37960","33370"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","Clackmannanshire and Fife","25","[c]","26460","27230"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","Falkirk","25","[c]","26700","22000"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","10","[c]","27000","25680"
"New entrant CS","2022","50-59","Scotland","Eastern Scotland","West Lothian","10","[c]","29890","27230"
"New entrant CS","2022","50-59","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","[c]","28200","27570"
"New entrant CS","2022","50-59","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","40","[c]","34520","27230"
"New entrant CS","2022","50-59","Scotland","Southern Scotland","Dumfries and Galloway","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","25","[c]","23870","21260"
"New entrant CS","2022","50-59","Scotland","Southern Scotland","Scottish Borders","20","[c]","25870","24400"
"New entrant CS","2022","50-59","Scotland","Southern Scotland","South Ayrshire","15","[c]","24900","27570"
"New entrant CS","2022","50-59","Scotland","Southern Scotland","South Lanarkshire","45","[c]","24000","21250"
"New entrant CS","2022","50-59","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","[c]","29360","22630"
"New entrant CS","2022","50-59","Scotland","West Central Scotland","Glasgow City","340","[c]","32410","27570"
"New entrant CS","2022","50-59","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","30","[c]","30210","31290"
"New entrant CS","2022","50-59","Scotland","West Central Scotland","North Lanarkshire","35","[c]","25450","21640"
"New entrant CS","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","70","[c]","33320","29290"
"New entrant CS","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","30","[c]","33280","27570"
"New entrant CS","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","25","[c]","29310","27570"
"New entrant CS","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","85","[c]","30510","26730"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","Central Hampshire","55","[c]","37280","32650"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","Isle of Wight","30","[c]","24260","21260"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","North Hampshire","35","[c]","31370","28300"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","Portsmouth","60","[c]","31560","26350"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","South Hampshire","120","[c]","25670","19860"
"New entrant CS","2022","50-59","South East (England)","Hampshire and Isle of Wight","Southampton","40","[c]","35930","26310"
"New entrant CS","2022","50-59","South East (England)","Kent","East Kent","85","[c]","27860","25000"
"New entrant CS","2022","50-59","South East (England)","Kent","Kent Thames Gateway","30","[c]","27300","25890"
"New entrant CS","2022","50-59","South East (England)","Kent","Medway","20","[c]","28110","26130"
"New entrant CS","2022","50-59","South East (England)","Kent","Mid Kent","45","[c]","28330","28300"
"New entrant CS","2022","50-59","South East (England)","Kent","West Kent","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","Brighton and Hove","25","[c]","30170","27260"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","East Surrey","25","[c]","28840","24980"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","East Sussex CC","60","[c]","26810","21260"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","West Surrey","55","[c]","36100","30120"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","45","[c]","30790","27570"
"New entrant CS","2022","50-59","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","40","[c]","30020","27570"
"New entrant CS","2022","50-59","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","60","[c]","27770","23170"
"New entrant CS","2022","50-59","South West (England)","Devon","Devon CC","110","[c]","31950","28210"
"New entrant CS","2022","50-59","South West (England)","Devon","Plymouth","70","[c]","28960","25010"
"New entrant CS","2022","50-59","South West (England)","Devon","Torbay","15","[c]","31710","28760"
"New entrant CS","2022","50-59","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","35","[c]","31290","27570"
"New entrant CS","2022","50-59","South West (England)","Dorset and Somerset","Dorset","45","[c]","26660","23140"
"New entrant CS","2022","50-59","South West (England)","Dorset and Somerset","Somerset CC","65","[c]","34090","28640"
"New entrant CS","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","175","[c]","38760","38540"
"New entrant CS","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","110","[c]","34770","29850"
"New entrant CS","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","35","[c]","32470","27730"
"New entrant CS","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","[c]","29010","25460"
"New entrant CS","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","125","[c]","35390","32150"
"New entrant CS","2022","50-59","Unknown","Unknown","Unknown","120","[c]","36230","29390"
"New entrant CS","2022","50-59","Wales","East Wales","Cardiff and Vale of Glamorgan","130","[c]","33080","26130"
"New entrant CS","2022","50-59","Wales","East Wales","Flintshire and Wrexham","50","[c]","27440","23140"
"New entrant CS","2022","50-59","Wales","East Wales","Monmouthshire and Newport","80","[c]","33650","29480"
"New entrant CS","2022","50-59","Wales","East Wales","Powys","10","[c]","28770","27900"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","25","[c]","27440","26310"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Central Valleys","30","[c]","30820","27570"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Conwy and Denbighshire","15","[c]","36280","32690"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Gwent Valleys","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Gwynedd","15","[c]","27050","22700"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Isle of Anglesey","15","[c]","29490","28560"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","South West Wales","30","[c]","37350","31210"
"New entrant CS","2022","50-59","Wales","West Wales and The Valleys","Swansea","100","[c]","26310","21840"
"New entrant CS","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","10","[c]","25490","24370"
"New entrant CS","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","35","[c]","30230","27570"
"New entrant CS","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","70","[c]","27340","24090"
"New entrant CS","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Shropshire","45","[c]","30590","29350"
"New entrant CS","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","75","[c]","28810","24800"
"New entrant CS","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","30","[c]","27330","24800"
"New entrant CS","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","30","[c]","35070","33080"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Birmingham","270","[c]","32480","27570"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Coventry","40","[c]","35040","33420"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Dudley","25","[c]","26090","21260"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Sandwell","20","[c]","27700","26220"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Solihull","20","[c]","33870","27570"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Walsall","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","West Midlands (England)","West Midlands","Wolverhampton","40","[c]","32450","28620"
"New entrant CS","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","35","[c]","24870","23990"
"New entrant CS","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","30","[c]","27330","24900"
"New entrant CS","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","25","[c]","27490","26850"
"New entrant CS","2022","50-59","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","35","[c]","31320","29720"
"New entrant CS","2022","50-59","Yorkshire and The Humber","North Yorkshire","York","90","[c]","32360","30320"
"New entrant CS","2022","50-59","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","60","[c]","27590","26310"
"New entrant CS","2022","50-59","Yorkshire and The Humber","South Yorkshire","Sheffield","110","[c]","32510","28200"
"New entrant CS","2022","50-59","Yorkshire and The Humber","West Yorkshire","Bradford","55","[c]","26970","25720"
"New entrant CS","2022","50-59","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","25","[c]","31930","27570"
"New entrant CS","2022","50-59","Yorkshire and The Humber","West Yorkshire","Leeds","260","[c]","34650","28390"
"New entrant CS","2022","50-59","Yorkshire and The Humber","West Yorkshire","Wakefield","40","[c]","30500","27570"
"New entrant CS","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
