"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","10","10","27140","28170"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","10","10","55690","50530"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","110","100","35720","36070"
"In post","2022","Commercial","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","Department for International Trade","SEO/HEO","25","25","37510","38160"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","15","15","38600","39600"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","EO","10","10","26350","26130"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","G6/G7","55","55","62090","65440"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","70","70","37120","34880"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","115","110","54250","53360"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","40","35","77680","74790"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","125","125","38490","40650"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","35","30","20630","21840"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","EO","40","35","26520","26130"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","20","15","56620","54580"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","80","75","35020","32180"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","EO","15","10","26540","26130"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","30","30","37600","38850"
"In post","2022","Commercial","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","30","30","65460","63000"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","30","30","38720","39580"
"In post","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Food Standards Agency","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","20","20","52320","51960"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","25","25","38380","39190"
"In post","2022","Commercial","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","G6/G7","15","15","57370","53430"
"In post","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","20","20","36650","34880"
"In post","2022","Commercial","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","HM Land Registry","SEO/HEO","10","10","37500","38550"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","10","10","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","30","30","27340","26820"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","20","20","59080","57070"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","85","80","37790","40180"
"In post","2022","Commercial","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","10","55200","53680"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","15","15","38570","39040"
"In post","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","10","25340","25630"
"In post","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","110","105","51460","47960"
"In post","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","75","75","36280","37420"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","55","50","21880","21380"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","210","205","26990","26670"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","55","55","60070","54870"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","615","595","38070","40000"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","25","25","21010","20970"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","60","55","26140","25770"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","15","15","60020","60400"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","155","155","38440","37340"
"In post","2022","Commercial","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","National Crime Agency","G6/G7","5","5","[c]","[c]"
