"Status","Year","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","190","180","48590","51500"
"In post","2022","Declared disabled","Project Delivery","HM Land Registry","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","HM Revenue and Customs","485","455","44810","40520"
"In post","2022","Declared disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Ministry of Defence","1330","1280","37410","35820"
"In post","2022","Declared disabled","Project Delivery","Ministry of Justice","30","30","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","National Crime Agency","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","UK Statistics Authority","30","30","40850","36840"
"In post","2022","Declared disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Cabinet Office","60","60","55180","51600"
"In post","2022","Declared disabled","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Education","40","40","47870","52030"
"In post","2022","Declared disabled","Property","Department for Environment, Food and Rural Affairs","55","55","36540","35900"
"In post","2022","Declared disabled","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Transport","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","Declared disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","HM Revenue and Customs","280","265","34650","31000"
"In post","2022","Declared disabled","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Ministry of Defence","195","190","31090","33000"
"In post","2022","Declared disabled","Property","Ministry of Justice","40","40","40260","34260"
"In post","2022","Declared disabled","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Scottish Government","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Cabinet Office","120","120","33950","33300"
"In post","2022","Declared disabled","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Transport","15","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Department for Work and Pensions","25","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Foreign, Commonwealth and Development Office","60","60","37680","34640"
"In post","2022","Declared disabled","Security","HM Revenue and Customs","20","15","[c]","[c]"
"In post","2022","Declared disabled","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Ministry of Defence","505","490","31440","28890"
"In post","2022","Declared disabled","Security","Ministry of Justice","95","95","36780","33320"
"In post","2022","Declared disabled","Security","National Crime Agency","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","UK Statistics Authority","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Attorney General's Departments","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Department for Work and Pensions","265","245","38940","35310"
"In post","2022","Declared disabled","Unknown","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Home Office","3030","2805","32180","28650"
"In post","2022","Declared disabled","Unknown","Ministry of Defence","1575","1515","30060","26350"
"In post","2022","Declared disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scottish Government","1290","1235","38020","33070"
"In post","2022","Declared disabled","Unknown","Welsh Government","350","330","39710","38160"
"In post","2022","Declared non-disabled","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Cabinet Office","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Chancellor's other departments","160","150","69580","60780"
"In post","2022","Declared non-disabled","Analysis","Competition and Markets Authority","115","110","60900","56360"
"In post","2022","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","290","285","41780","36070"
"In post","2022","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","120","120","47880","53530"
"In post","2022","Declared non-disabled","Analysis","Department for Education","120","115","47250","49860"
"In post","2022","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","350","340","32740","29750"
"In post","2022","Declared non-disabled","Analysis","Department for International Trade","150","150","44970","42870"
"In post","2022","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","180","175","47710","53130"
