"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO","Heterosexual / straight","440","420","48650","44360"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO","Undeclared","35","30","50460","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO","Unknown","35","30","56050","56920"
"In post","2022","Crown Prosecution Service","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","AO","Heterosexual / straight","1045","965","22670","22200"
"In post","2022","Crown Prosecution Service","AO","LGBO","75","70","22310","22200"
"In post","2022","Crown Prosecution Service","AO","Undeclared","55","50","22380","22200"
"In post","2022","Crown Prosecution Service","AO","Unknown","265","230","22870","22200"
"In post","2022","Crown Prosecution Service","EO","Heterosexual / straight","1065","995","27550","27350"
"In post","2022","Crown Prosecution Service","EO","LGBO","70","70","27290","26970"
"In post","2022","Crown Prosecution Service","EO","Undeclared","45","45","27450","27010"
"In post","2022","Crown Prosecution Service","EO","Unknown","280","250","28420","28430"
"In post","2022","Crown Prosecution Service","G6","Heterosexual / straight","165","165","73030","70890"
"In post","2022","Crown Prosecution Service","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","G6","Unknown","55","55","76270","74640"
"In post","2022","Crown Prosecution Service","G7","Heterosexual / straight","2010","1880","55280","54760"
"In post","2022","Crown Prosecution Service","G7","LGBO","80","75","57150","55610"
"In post","2022","Crown Prosecution Service","G7","Undeclared","90","85","55580","54760"
"In post","2022","Crown Prosecution Service","G7","Unknown","630","555","57590","55610"
"In post","2022","Crown Prosecution Service","HEO","Heterosexual / straight","590","565","34150","33310"
"In post","2022","Crown Prosecution Service","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","HEO","Unknown","120","115","34900","34480"
"In post","2022","Crown Prosecution Service","SCS level","Heterosexual / straight","65","65","96260","90730"
"In post","2022","Crown Prosecution Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO","Heterosexual / straight","200","195","39830","39750"
"In post","2022","Crown Prosecution Service","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA","Heterosexual / straight","30","30","18450","17450"
"In post","2022","Defence Electronics and Components Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AO","Undeclared","50","45","22280","21770"
"In post","2022","Defence Electronics and Components Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","EO","Heterosexual / straight","70","70","27830","28150"
"In post","2022","Defence Electronics and Components Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","EO","Undeclared","175","170","29540","29470"
"In post","2022","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","HEO","Undeclared","40","40","35790","33670"
"In post","2022","Defence Electronics and Components Agency","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","EO","Heterosexual / straight","1855","1775","22600","22000"
"In post","2022","Defence Equipment and Support","EO","LGBO","85","85","22920","21720"
"In post","2022","Defence Equipment and Support","EO","Undeclared","185","175","22860","22330"
"In post","2022","Defence Equipment and Support","EO","Unknown","235","225","21470","20480"
"In post","2022","Defence Equipment and Support","G6","Heterosexual / straight","365","355","68390","67150"
"In post","2022","Defence Equipment and Support","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","G6","Undeclared","55","55","67420","66440"
"In post","2022","Defence Equipment and Support","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Defence Equipment and Support","G7","Heterosexual / straight","1090","1060","52190","52540"
"In post","2022","Defence Equipment and Support","G7","LGBO","35","35","50920","51920"
"In post","2022","Defence Equipment and Support","G7","Undeclared","160","155","52890","53900"
"In post","2022","Defence Equipment and Support","G7","Unknown","60","60","51740","52260"
"In post","2022","Defence Equipment and Support","HEO","Heterosexual / straight","2575","2470","30300","30420"
"In post","2022","Defence Equipment and Support","HEO","LGBO","95","95","29250","29370"
"In post","2022","Defence Equipment and Support","HEO","Undeclared","340","325","31510","31950"
"In post","2022","Defence Equipment and Support","HEO","Unknown","195","190","30340","30680"
"In post","2022","Defence Equipment and Support","SCS level","Heterosexual / straight","95","95","101200","93640"
"In post","2022","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","SEO","Heterosexual / straight","2595","2505","40290","40650"
"In post","2022","Defence Equipment and Support","SEO","LGBO","70","70","38770","38670"
"In post","2022","Defence Equipment and Support","SEO","Undeclared","415","395","41180","41320"
"In post","2022","Defence Equipment and Support","SEO","Unknown","200","195","40150","39860"
"In post","2022","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA","Unknown","40","40","18680","17790"
"In post","2022","Defence Science and Technology Laboratory","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AO","Unknown","105","105","21110","22230"
"In post","2022","Defence Science and Technology Laboratory","EO","Heterosexual / straight","50","50","24250","23490"
"In post","2022","Defence Science and Technology Laboratory","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","EO","Unknown","225","210","24990","23490"
"In post","2022","Defence Science and Technology Laboratory","G6","Heterosexual / straight","40","40","69640","67780"
"In post","2022","Defence Science and Technology Laboratory","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G6","Unknown","120","110","71040","68170"
"In post","2022","Defence Science and Technology Laboratory","G7","Heterosexual / straight","390","375","50510","47060"
"In post","2022","Defence Science and Technology Laboratory","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G7","Undeclared","35","35","48890","47010"
"In post","2022","Defence Science and Technology Laboratory","G7","Unknown","1335","1275","51260","47490"
"In post","2022","Defence Science and Technology Laboratory","HEO","Heterosexual / straight","225","225","30130","29230"
"In post","2022","Defence Science and Technology Laboratory","HEO","LGBO","55","55","29550","29230"
"In post","2022","Defence Science and Technology Laboratory","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","HEO","Unknown","880","855","30310","29230"
"In post","2022","Defence Science and Technology Laboratory","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SEO","Heterosexual / straight","220","210","38940","38070"
"In post","2022","Defence Science and Technology Laboratory","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SEO","Unknown","805","770","39500","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Heterosexual / straight","50","45","24770","24900"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","325","315","27830","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","35","35","27050","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","35","35","28280","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Heterosexual / straight","525","505","67230","64990"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","LGBO","50","50","65810","64990"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Undeclared","90","85","68360","66410"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Unknown","50","50","65870","64700"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Heterosexual / straight","1440","1410","55050","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","LGBO","150","150","54410","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Undeclared","195","190","55200","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Unknown","130","125","54640","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Heterosexual / straight","910","895","34270","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","LGBO","115","115","33810","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Undeclared","105","105","35900","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Unknown","120","120","34340","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","265","250","88660","82580"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","20","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Heterosexual / straight","945","935","41780","40050"
