"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","Outside London","55","[c]","25390","20950"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","Outside London","150","[c]","42380","39660"
"New entrant CS","2022","50-59","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","Outside London","25","[c]","25600","21640"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","Outside London","10","[c]","27110","24400"
"New entrant CS","2022","50-59","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","Outside London","225","[c]","28410","27230"
"New entrant CS","2022","50-59","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Submarine Delivery Agency","Outside London","35","[c]","45620","42130"
"New entrant CS","2022","50-59","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The Insolvency Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","The National Archives","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Transport Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","London","15","[c]","50820","47580"
"New entrant CS","2022","50-59","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Health Security Agency","London","120","[c]","44360","37390"
"New entrant CS","2022","50-59","UK Health Security Agency","Outside London","160","[c]","41330","36820"
"New entrant CS","2022","50-59","UK Hydrographic Office","Outside London","15","[c]","43510","33290"
"New entrant CS","2022","50-59","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","Outside London","115","[c]","25680","19860"
"New entrant CS","2022","50-59","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","Outside London","50","[c]","25110","21750"
"New entrant CS","2022","50-59","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Outside London","55","[c]","43410","40100"
"New entrant CS","2022","50-59","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","London","10","[c]","42970","37580"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Outside London","15","[c]","36910","26570"
"New entrant CS","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Office and Procurator Fiscal Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Outside London","20","[c]","39720","41250"
"New entrant CS","2022","60-64","Defence Science and Technology Laboratory","Outside London","10","[c]","46880","47010"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","[c]","42140","44620"
"New entrant CS","2022","60-64","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","London","20","[c]","28420","31060"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Outside London","295","[c]","23920","21260"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Outside London","10","[c]","20140","18310"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Outside London","30","[c]","27270","26130"
"New entrant CS","2022","60-64","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Courts and Tribunals Service","Outside London","65","[c]","20590","20970"
"New entrant CS","2022","60-64","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Prison and Probation Service","London","115","[c]","36500","34730"
"New entrant CS","2022","60-64","HM Prison and Probation Service","Outside London","730","[c]","28620","28200"
"New entrant CS","2022","60-64","HM Prison and Probation Service","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Revenue and Customs (excl. agencies)","Outside London","80","[c]","27330","21250"
"New entrant CS","2022","60-64","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Home Office","London","10","[c]","41500","34630"
"New entrant CS","2022","60-64","Home Office","Outside London","55","[c]","32540","34630"
"New entrant CS","2022","60-64","Intellectual Property Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Defence (excl. agencies)","Outside London","75","[c]","29850","26350"
"New entrant CS","2022","60-64","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of the Public Guardian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Public Health England","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Public Health England","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Rural Payments Agency","Outside London","15","[c]","21300","21300"
"New entrant CS","2022","60-64","Scottish Courts and Tribunals Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Government (excl. agencies)","Outside London","20","[c]","42230","39660"
"New entrant CS","2022","60-64","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Security Scotland","Outside London","35","[c]","25010","23230"
"New entrant CS","2022","60-64","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Submarine Delivery Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
