"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Human Resources","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Transport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Work and Pensions (excl. agencies)","London","30","30","34810","31880"
"In post","2022","Black","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Government Legal Department","London","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","HM Revenue and Customs (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Human Resources","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Defence (excl. agencies)","London","20","15","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Defence (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Justice (excl. agencies)","London","30","30","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Health Security Agency","London","25","20","[c]","[c]"
"In post","2022","Black","Human Resources","UK Health Security Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","UK Hydrographic Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
