"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Internal Audit","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Attorney General's Departments","London","65","[c]","47670","53050"
"Leaver CS","2022","Unknown","Legal","Attorney General's Departments","Outside London","95","[c]","35340","30120"
"Leaver CS","2022","Unknown","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Cabinet Office","London","70","[c]","37000","29250"
"Leaver CS","2022","Unknown","No function","Cabinet Office","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Charity Commission","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","London","45","[c]","41960","39080"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Outside London","90","[c]","25510","23680"
"Leaver CS","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Outside London","45","[c]","33520","29360"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","London","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Outside London","55","[c]","28950","24920"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","London","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Transport","London","80","[c]","36540","34710"
"Leaver CS","2022","Unknown","No function","Department for Transport","Outside London","155","[c]","26950","26130"
"Leaver CS","2022","Unknown","No function","Department for Transport","Unknown","80","[c]","21410","21590"
"Leaver CS","2022","Unknown","No function","Department for Work and Pensions","London","70","[c]","30160","31060"
"Leaver CS","2022","Unknown","No function","Department for Work and Pensions","Outside London","305","[c]","24910","27570"
"Leaver CS","2022","Unknown","No function","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department of Health and Social Care","London","555","[c]","50800","45840"
"Leaver CS","2022","Unknown","No function","Department of Health and Social Care","Outside London","325","[c]","44780","37980"
"Leaver CS","2022","Unknown","No function","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","HM Land Registry","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","HM Land Registry","Outside London","60","[c]","23690","22600"
"Leaver CS","2022","Unknown","No function","HM Revenue and Customs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Ministry of Defence","Outside London","70","[c]","26200","20420"
"Leaver CS","2022","Unknown","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Ministry of Justice","London","545","[c]","28460","23720"
"Leaver CS","2022","Unknown","No function","Ministry of Justice","Outside London","1730","[c]","21690","20370"
"Leaver CS","2022","Unknown","No function","Ministry of Justice","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","National Crime Agency","London","45","[c]","48270","40170"
"Leaver CS","2022","Unknown","No function","National Crime Agency","Outside London","120","[c]","37400","36410"
"Leaver CS","2022","Unknown","No function","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Scottish Government","Outside London","375","[c]","30320","27020"
"Leaver CS","2022","Unknown","No function","The National Archives","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","UK Statistics Authority","Outside London","105","[c]","20900","19610"
"Leaver CS","2022","Unknown","No function","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Ministry of Defence","Outside London","100","[c]","33040","30470"
"Leaver CS","2022","Unknown","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HM Revenue and Customs","Outside London","65","[c]","24380","22010"
"Leaver CS","2022","Unknown","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Ministry of Defence","Outside London","45","[c]","23070","19010"
"Leaver CS","2022","Unknown","Property","Scottish Government","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Cabinet Office","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
