"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Department for International Trade","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","45","[c]","32660","31030"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","130","[c]","31170","31060"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","1005","[c]","24910","21260"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Education Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Legal Department","Attorney General's Departments","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Property Agency","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Government Property Agency","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","30","[c]","29900","26370"
"New entrant CS","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","120","[c]","22640","20970"
"New entrant CS","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","HM Land Registry","Outside London","35","[c]","25730","22600"
"New entrant CS","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","London","200","[c]","33970","30520"
"New entrant CS","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","1265","[c]","27800","24980"
"New entrant CS","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","35","[c]","35900","30750"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","350","[c]","26160","26590"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Home Office","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Home Office","Outside London","45","[c]","27750","24880"
"New entrant CS","2022","Declared disabled","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","105","[c]","29290","26350"
"New entrant CS","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","London","30","[c]","34950","34260"
"New entrant CS","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Public Health England","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Public Health England","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Registers of Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Fiscal Commission","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Outside London","65","[c]","34080","31540"
"New entrant CS","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Security Scotland","Scottish Government","Outside London","130","[c]","25860","27230"
"New entrant CS","2022","Declared disabled","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Student Awards Agency for Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Submarine Delivery Agency","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The National Archives","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Transport Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","London","45","[c]","34670","32330"
"New entrant CS","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","Outside London","75","[c]","34600","28590"
"New entrant CS","2022","Declared disabled","UK Hydrographic Office","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","Outside London","85","[c]","28360","30210"
"New entrant CS","2022","Declared disabled","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","325","[c]","26150","24920"
"New entrant CS","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","London","285","[c]","40610","34550"
"New entrant CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","270","[c]","35610","32000"
"New entrant CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","70","[c]","37370","34530"
"New entrant CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","75","[c]","26520","25010"
"New entrant CS","2022","Declared non-disabled","Charity Commission","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","Charity Commission","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","105","[c]","29210","24500"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","London","110","[c]","45780","36000"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","Outside London","40","[c]","30970","30420"
"New entrant CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","370","[c]","26670","21050"
"New entrant CS","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","London","130","[c]","33400","26970"
"New entrant CS","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Outside London","320","[c]","31370","25480"
"New entrant CS","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Outside London","545","[c]","31680","28000"
"New entrant CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","610","[c]","30140","27010"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","325","[c]","38320","33570"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","135","[c]","38040","35510"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","250","[c]","35290","34020"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","60","[c]","37530","34020"
"New entrant CS","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Outside London","90","[c]","35930","36500"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","460","[c]","38410","32560"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","680","[c]","37090","35900"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","Department for International Trade","London","175","[c]","36360","31800"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","Department for International Trade","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","205","[c]","37870","33210"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","170","[c]","34610","30190"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","London","250","[c]","45050","42470"
"New entrant CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","145","[c]","37820","38650"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","835","[c]","31540","31060"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","6275","[c]","25520","27570"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","55","[c]","31340","29290"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","55","[c]","38110","32790"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Disclosure Scotland","Scottish Government","Outside London","40","[c]","24660","21050"
"New entrant CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","370","[c]","22700","21840"
"New entrant CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","250","[c]","26740","26130"
"New entrant CS","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Education Scotland","Scottish Government","Outside London","30","[c]","52010","65280"
"New entrant CS","2022","Declared non-disabled","Estyn","Estyn","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","Outside London","75","[c]","33850","30350"
"New entrant CS","2022","Declared non-disabled","Food Standards Scotland","Scottish Government","Outside London","45","[c]","32670","31540"
"New entrant CS","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","London","270","[c]","39920","43920"
"New entrant CS","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Property Agency","Cabinet Office","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Government Property Agency","Cabinet Office","Outside London","45","[c]","44640","42300"
"New entrant CS","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","205","[c]","34010","27080"
"New entrant CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","London","180","[c]","29020","28310"
"New entrant CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","675","[c]","23150","20970"
"New entrant CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
