"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","No function","EO","Unknown","2210","2190","27800","27570"
"In post","2022","20-29","No function","G6/G7","Heterosexual / straight","1665","1655","54490","53380"
"In post","2022","20-29","No function","G6/G7","LGBO","290","285","54450","53380"
"In post","2022","20-29","No function","G6/G7","Undeclared","230","225","54930","53380"
"In post","2022","20-29","No function","G6/G7","Unknown","475","475","55410","54270"
"In post","2022","20-29","No function","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","SEO/HEO","Heterosexual / straight","6480","6450","34810","33570"
"In post","2022","20-29","No function","SEO/HEO","LGBO","1025","1015","34970","33840"
"In post","2022","20-29","No function","SEO/HEO","Undeclared","785","780","34710","33570"
"In post","2022","20-29","No function","SEO/HEO","Unknown","3905","3890","32480","32000"
"In post","2022","20-29","No function","Unknown","Heterosexual / straight","2200","2165","25860","24090"
"In post","2022","20-29","No function","Unknown","LGBO","270","265","24540","23170"
"In post","2022","20-29","No function","Unknown","Undeclared","115","110","25590","24090"
"In post","2022","20-29","No function","Unknown","Unknown","785","760","24470","23920"
"In post","2022","20-29","Project Delivery","AA/AO","Heterosexual / straight","65","65","21880","21260"
"In post","2022","20-29","Project Delivery","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","Unknown","35","35","21750","21400"
"In post","2022","20-29","Project Delivery","EO","Heterosexual / straight","775","770","24310","25310"
"In post","2022","20-29","Project Delivery","EO","LGBO","65","65","24960","25500"
"In post","2022","20-29","Project Delivery","EO","Undeclared","50","50","24700","25500"
"In post","2022","20-29","Project Delivery","EO","Unknown","185","185","24510","25720"
"In post","2022","20-29","Project Delivery","G6/G7","Heterosexual / straight","130","130","54440","53530"
"In post","2022","20-29","Project Delivery","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Project Delivery","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Project Delivery","G6/G7","Unknown","65","65","53880","54090"
"In post","2022","20-29","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","SEO/HEO","Heterosexual / straight","1335","1325","33570","33080"
"In post","2022","20-29","Project Delivery","SEO/HEO","LGBO","125","125","33800","33330"
"In post","2022","20-29","Project Delivery","SEO/HEO","Undeclared","95","95","33790","32790"
"In post","2022","20-29","Project Delivery","SEO/HEO","Unknown","425","420","35180","34550"
"In post","2022","20-29","Project Delivery","Unknown","Heterosexual / straight","300","300","28810","27540"
"In post","2022","20-29","Project Delivery","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Unknown","35","35","27330","27540"
"In post","2022","20-29","Property","AA/AO","Heterosexual / straight","115","110","21470","22010"
"In post","2022","20-29","Property","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Property","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Property","AA/AO","Unknown","140","140","22170","22010"
"In post","2022","20-29","Property","EO","Heterosexual / straight","215","210","26200","26030"
"In post","2022","20-29","Property","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Property","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Property","EO","Unknown","120","115","26690","26030"
"In post","2022","20-29","Property","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Property","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","SEO/HEO","Heterosexual / straight","245","245","34160","33000"
"In post","2022","20-29","Property","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Property","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Property","SEO/HEO","Unknown","135","135","34830","33300"
"In post","2022","20-29","Property","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","AA/AO","Heterosexual / straight","475","475","25030","24900"
"In post","2022","20-29","Security","AA/AO","LGBO","35","35","24660","24610"
"In post","2022","20-29","Security","AA/AO","Undeclared","35","35","28520","26750"
"In post","2022","20-29","Security","AA/AO","Unknown","280","280","25290","24610"
"In post","2022","20-29","Security","EO","Heterosexual / straight","180","180","27520","26670"
"In post","2022","20-29","Security","EO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Security","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Security","EO","Unknown","80","80","26900","26670"
"In post","2022","20-29","Security","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Security","SEO/HEO","Heterosexual / straight","230","230","35780","34710"
"In post","2022","20-29","Security","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Security","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Security","SEO/HEO","Unknown","70","70","36580","36200"
"In post","2022","20-29","Security","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Heterosexual / straight","1780","1715","22300","21680"
"In post","2022","20-29","Unknown","AA/AO","LGBO","185","180","22180","21680"
"In post","2022","20-29","Unknown","AA/AO","Undeclared","135","125","21970","21680"
"In post","2022","20-29","Unknown","AA/AO","Unknown","955","935","22340","21680"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","2180","2155","26690","25960"
"In post","2022","20-29","Unknown","EO","LGBO","215","215","26960","27230"
"In post","2022","20-29","Unknown","EO","Undeclared","145","145","26560","25990"
"In post","2022","20-29","Unknown","EO","Unknown","1135","1125","26900","27230"
"In post","2022","20-29","Unknown","G6/G7","Heterosexual / straight","260","260","57240","57430"
"In post","2022","20-29","Unknown","G6/G7","LGBO","45","45","57280","57430"
"In post","2022","20-29","Unknown","G6/G7","Undeclared","40","40","55850","57430"
"In post","2022","20-29","Unknown","G6/G7","Unknown","140","140","57010","57430"
"In post","2022","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","1870","1860","36200","35050"
"In post","2022","20-29","Unknown","SEO/HEO","LGBO","240","235","36260","35400"
"In post","2022","20-29","Unknown","SEO/HEO","Undeclared","165","165","36870","36130"
"In post","2022","20-29","Unknown","SEO/HEO","Unknown","865","860","36250","35050"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28210","28980"
"In post","2022","30-39","Analysis","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","30-39","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","EO","Heterosexual / straight","85","80","26790","25880"
"In post","2022","30-39","Analysis","EO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","30-39","Analysis","EO","Unknown","35","30","25830","25010"
"In post","2022","30-39","Analysis","G6/G7","Heterosexual / straight","705","670","58560","55730"
"In post","2022","30-39","Analysis","G6/G7","LGBO","65","60","57910","56720"
"In post","2022","30-39","Analysis","G6/G7","Undeclared","80","75","59000","55730"
"In post","2022","30-39","Analysis","G6/G7","Unknown","170","160","53810","51970"
"In post","2022","30-39","Analysis","SCS level","Heterosexual / straight","30","30","80200","75320"
"In post","2022","30-39","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","SEO/HEO","Heterosexual / straight","710","675","37130","37610"
"In post","2022","30-39","Analysis","SEO/HEO","LGBO","75","70","37240","38110"
"In post","2022","30-39","Analysis","SEO/HEO","Undeclared","85","80","37440","38070"
"In post","2022","30-39","Analysis","SEO/HEO","Unknown","270","265","36370","36840"
"In post","2022","30-39","Commercial","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","30-39","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","EO","Heterosexual / straight","105","100","26200","26350"
"In post","2022","30-39","Commercial","EO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","EO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","G6/G7","Heterosexual / straight","200","195","55560","53700"
"In post","2022","30-39","Commercial","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Commercial","G6/G7","Unknown","280","280","64690","64500"
"In post","2022","30-39","Commercial","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","SEO/HEO","Heterosexual / straight","580","565","36820","36820"
"In post","2022","30-39","Commercial","SEO/HEO","LGBO","35","35","35540","34260"
"In post","2022","30-39","Commercial","SEO/HEO","Undeclared","70","65","38010","39650"
"In post","2022","30-39","Commercial","SEO/HEO","Unknown","135","130","37500","37370"
"In post","2022","30-39","Commercial","Unknown","Heterosexual / straight","40","40","37330","37400"
"In post","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","AA/AO","Heterosexual / straight","50","45","21480","21250"
"In post","2022","30-39","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Communications","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2022","30-39","Communications","EO","Heterosexual / straight","505","485","26710","26820"
"In post","2022","30-39","Communications","EO","LGBO","45","45","26810","26820"
"In post","2022","30-39","Communications","EO","Undeclared","45","45","26660","26820"
"In post","2022","30-39","Communications","EO","Unknown","345","335","26860","26820"
"In post","2022","30-39","Communications","G6/G7","Heterosexual / straight","275","270","57910","56120"
"In post","2022","30-39","Communications","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Communications","G6/G7","Undeclared","45","45","58780","57430"
"In post","2022","30-39","Communications","G6/G7","Unknown","85","85","58320","55210"
"In post","2022","30-39","Communications","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Communications","SEO/HEO","Heterosexual / straight","755","735","36570","33420"
"In post","2022","30-39","Communications","SEO/HEO","LGBO","75","75","36660","33370"
"In post","2022","30-39","Communications","SEO/HEO","Undeclared","85","85","36910","35500"
"In post","2022","30-39","Communications","SEO/HEO","Unknown","315","305","35720","33370"
"In post","2022","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","AA/AO","Heterosexual / straight","220","205","22220","21260"
"In post","2022","30-39","Counter Fraud","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Counter Fraud","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","AA/AO","Unknown","70","60","21900","21260"
"In post","2022","30-39","Counter Fraud","EO","Heterosexual / straight","840","805","27750","27570"
"In post","2022","30-39","Counter Fraud","EO","LGBO","60","60","27820","27570"
"In post","2022","30-39","Counter Fraud","EO","Undeclared","60","60","27780","27570"
"In post","2022","30-39","Counter Fraud","EO","Unknown","385","370","27680","26820"
"In post","2022","30-39","Counter Fraud","G6/G7","Heterosexual / straight","180","175","57990","55210"
"In post","2022","30-39","Counter Fraud","G6/G7","LGBO","25","20","[c]","[c]"
"In post","2022","30-39","Counter Fraud","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Counter Fraud","G6/G7","Unknown","55","55","57740","55210"
"In post","2022","30-39","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","SEO/HEO","Heterosexual / straight","815","795","35460","33370"
"In post","2022","30-39","Counter Fraud","SEO/HEO","LGBO","60","60","34230","33370"
"In post","2022","30-39","Counter Fraud","SEO/HEO","Undeclared","65","65","35670","33370"
"In post","2022","30-39","Counter Fraud","SEO/HEO","Unknown","280","275","35410","33370"
"In post","2022","30-39","Debt","AA/AO","Heterosexual / straight","565","500","21320","21250"
"In post","2022","30-39","Debt","AA/AO","LGBO","55","55","21340","21250"
"In post","2022","30-39","Debt","AA/AO","Undeclared","50","45","21270","21260"
"In post","2022","30-39","Debt","AA/AO","Unknown","345","310","21350","21250"
"In post","2022","30-39","Debt","EO","Heterosexual / straight","130","120","26690","26820"
"In post","2022","30-39","Debt","EO","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Debt","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Debt","EO","Unknown","50","50","27140","26820"
"In post","2022","30-39","Debt","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
