"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data and Technology","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AO","Heterosexual / straight","45","[c]","21960","21260"
"Leaver CS","2022","Digital, Data and Technology","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Heterosexual / straight","135","[c]","27320","26930"
"Leaver CS","2022","Digital, Data and Technology","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Unknown","60","[c]","26830","26670"
"Leaver CS","2022","Digital, Data and Technology","G6","Heterosexual / straight","50","[c]","70030","68720"
"Leaver CS","2022","Digital, Data and Technology","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G7","Heterosexual / straight","155","[c]","56420","56070"
"Leaver CS","2022","Digital, Data and Technology","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G7","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G7","Unknown","75","[c]","54690","54050"
"Leaver CS","2022","Digital, Data and Technology","HEO","Heterosexual / straight","160","[c]","34140","33410"
"Leaver CS","2022","Digital, Data and Technology","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","HEO","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","HEO","Unknown","90","[c]","34000","33840"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO","Heterosexual / straight","215","[c]","42160","40670"
"Leaver CS","2022","Digital, Data and Technology","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO","Undeclared","40","[c]","42170","42470"
"Leaver CS","2022","Digital, Data and Technology","SEO","Unknown","80","[c]","40830","39550"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Economics","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Heterosexual / straight","55","[c]","22090","21580"
"Leaver CS","2022","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Heterosexual / straight","90","[c]","27010","26670"
"Leaver CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","30","[c]","23020","24740"
"Leaver CS","2022","Finance","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Heterosexual / straight","55","[c]","55700","54740"
"Leaver CS","2022","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Heterosexual / straight","105","[c]","33930","33300"
"Leaver CS","2022","Finance","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Heterosexual / straight","80","[c]","43350","42470"
"Leaver CS","2022","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AO","Heterosexual / straight","70","[c]","21810","21170"
"Leaver CS","2022","Human Resources","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Heterosexual / straight","85","[c]","26290","26910"
"Leaver CS","2022","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G7","Heterosexual / straight","55","[c]","54220","53620"
"Leaver CS","2022","Human Resources","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HEO","Heterosexual / straight","85","[c]","33580","33300"
"Leaver CS","2022","Human Resources","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO","Heterosexual / straight","75","[c]","41960","40880"
"Leaver CS","2022","Human Resources","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G7","Heterosexual / straight","40","[c]","74840","75500"
"Leaver CS","2022","Inspector of Education and Training","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO","Heterosexual / straight","45","[c]","49270","51360"
"Leaver CS","2022","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Heterosexual / straight","55","[c]","27960","27370"
"Leaver CS","2022","Intelligence Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
