"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AO","20","20","21150","21510"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","30","30","25280","25010"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","HEO","25","25","29750","29750"
"In post","2022","20-29","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","AO","15","10","17360","17140"
"In post","2022","20-29","Charity Commission","Operational Delivery","EO","20","20","24510","24440"
"In post","2022","20-29","Charity Commission","Operational Delivery","HEO","15","15","28610","29160"
"In post","2022","20-29","Charity Commission","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Counter Fraud","AO","10","10","20190","20100"
"In post","2022","20-29","Companies House","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Digital, Data and Technology","EO","15","15","31030","32640"
"In post","2022","20-29","Companies House","Digital, Data and Technology","HEO","15","15","33870","35570"
"In post","2022","20-29","Companies House","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","AO","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Operational Delivery","AO","55","55","20260","20100"
"In post","2022","20-29","Companies House","Operational Delivery","EO","15","15","24500","24500"
"In post","2022","20-29","Companies House","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Statistics","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Economics","G7","10","10","54160","53530"
"In post","2022","20-29","Competition and Markets Authority","Economics","HEO","15","15","33860","33120"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","AO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","G7","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","AO","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","EO","10","10","27080","26750"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","G7","10","10","54950","53800"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","HEO","20","20","33600","33120"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","AO","15","15","20970","20970"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","EO","10","10","25120","25120"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Commercial","EO","20","20","26190","25520"
"In post","2022","20-29","Crown Commercial Service","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Commercial","HEO","40","40","31100","30940"
"In post","2022","20-29","Crown Commercial Service","Commercial","SEO","15","15","38780","38980"
"In post","2022","20-29","Crown Commercial Service","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","AO","15","15","20370","20330"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Legal","EO","50","50","28860","30360"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Legal","SEO","100","100","42710","41750"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","AO","260","250","21920","21050"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","75","70","27540","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","HEO","40","40","31920","31540"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Policy","HEO","[c]","[c]","[c]","[c]"
