"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","AO","55","[c]","20290","19860"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Statistics Authority","UK Statistics Authority","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","HM Revenue and Customs","AO","35","[c]","21820","21750"
"New entrant CS","2022","50-59","Valuation Office Agency","HM Revenue and Customs","EO","10","[c]","26060","25000"
"New entrant CS","2022","50-59","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Valuation Office Agency","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Vehicle Certification Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","AO","10","[c]","22460","22960"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","G7","10","[c]","58050","61440"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","SEO","15","[c]","41460","40100"
"New entrant CS","2022","50-59","Welsh Revenue Authority","Welsh Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wilton Park","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","EO","10","[c]","25070","25210"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Companies House","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Commercial Service","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Equipment and Support","Ministry of Defence","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Science and Technology Laboratory","Ministry of Defence","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Defence Science and Technology Laboratory","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education (excl. agencies)","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","10","[c]","51350","50820"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for International Trade","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","200","[c]","21590","21260"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","110","[c]","28050","27570"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Disclosure Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Department for Transport","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Department for Transport","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","EO","25","[c]","26300","26130"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education and Skills Funding Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Education Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Agency","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Food Standards Agency","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
