"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Communications","15","15","33800","31560"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","20","20","28780","26970"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Finance","25","25","24610","25480"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Human Resources","50","50","27840","25700"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Legal","215","215","38160","38000"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","670","660","24190","23770"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Other","10","10","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Policy","10","10","34460","30130"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Project Delivery","15","15","30410","30130"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","30","30","21110","20000"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Commercial","180","175","27820","26670"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","45","45","26940","26570"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Finance","150","145","25280","25000"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Human Resources","35","35","23640","22830"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","25","25","29470","28750"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Other","435","425","24010","22370"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Policy","10","10","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Project Delivery","375","370","29210","29650"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Property","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Science and Engineering","650","650","28350","27540"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","25","25","24710","23490"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","5","5","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","20","20","38810","38070"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","10","10","27210","24000"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","15","15","28750","27010"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","55","55","26100","23490"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","120","120","32200","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Other","30","30","23580","25050"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","55","50","30100","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","710","710","29530","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Security","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","35","35","41660","38620"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","20","20","32100","27680"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","145","145","39200","34090"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","20","20","45430","45720"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","30","30","37840","33610"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","180","180","38940","36830"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","1550","1550","41550","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","25","25","41270","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","15","15","35610","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","25","25","37970","36520"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","50","50","43320","38020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","20","20","43870","43970"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","25","25","35100","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","10","10","36350","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","25","25","36380","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","470","465","38570","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","80","80","37790","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","10","10","41150","38020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","10","10","40480","38020"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Commercial","60","60","32430","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Communications","85","85","33640","32870"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","175","175","36120","32940"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Finance","115","115","34870","30090"
