"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Security","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","HEO","90","85","31100","30940"
"In post","2022","Unknown","Cabinet Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Commercial","SEO","75","75","39610","39360"
"In post","2022","Unknown","Cabinet Office","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","G7","35","30","54020","51600"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Digital, Data and Technology","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Finance","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","AO","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","EO","25","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","G7","30","30","52780","53900"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Operational Delivery","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Other","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","AO","95","90","21470","21170"
"In post","2022","Unknown","Cabinet Office","Unknown","EO","180","175","26480","26670"
"In post","2022","Unknown","Cabinet Office","Unknown","G6","390","385","74390","70180"
"In post","2022","Unknown","Cabinet Office","Unknown","G7","1060","1045","59000","55850"
"In post","2022","Unknown","Cabinet Office","Unknown","HEO","1940","1935","30310","29250"
"In post","2022","Unknown","Cabinet Office","Unknown","SCS level","235","230","106300","99040"
"In post","2022","Unknown","Cabinet Office","Unknown","SEO","210","210","40390","40600"
"In post","2022","Unknown","Chancellor's other departments","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","G6","20","15","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Other","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Legal","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Operational Delivery","AO","20","15","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Operational Delivery","EO","50","50","25440","24440"
"In post","2022","Unknown","Charity Commission","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Operational Delivery","HEO","35","35","29550","29160"
"In post","2022","Unknown","Charity Commission","Operational Delivery","SEO","15","15","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Legal","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Communications","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Communications","G6","5","5","[c]","[c]"
