"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","G7","15","[c]","50750","52430"
"Leaver Dept.","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","EO","10","[c]","22310","21850"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","G7","10","[c]","51070","51170"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","HEO","35","[c]","31300","30070"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","SEO","30","[c]","41110","40760"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","EO","25","[c]","28530","27570"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department for Work and Pensions","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","AO","140","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","EO","85","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","HM Revenue and Customs","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Home Office","AO","50","[c]","22600","21680"
"Leaver Dept.","2022","30-39","Unknown","Home Office","EO","200","[c]","25940","25040"
"Leaver Dept.","2022","30-39","Unknown","Home Office","G6","25","[c]","68880","68720"
"Leaver Dept.","2022","30-39","Unknown","Home Office","G7","65","[c]","58190","57460"
"Leaver Dept.","2022","30-39","Unknown","Home Office","HEO","75","[c]","33470","34480"
"Leaver Dept.","2022","30-39","Unknown","Home Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Home Office","SEO","80","[c]","41790","41970"
"Leaver Dept.","2022","30-39","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","AO","20","[c]","21240","21170"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","EO","10","[c]","27010","26670"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","HEO","10","[c]","36640","37320"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","SEO","15","[c]","44920","45200"
"Leaver Dept.","2022","30-39","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Scottish Government","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Welsh Government","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Welsh Government","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
