"Status","Year","Disability","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Other ethnicity","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Home Office","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Cabinet Office","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","HM Revenue and Customs","75","70","36990","33440"
"In post","2022","Unknown","Undeclared","Debt","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for Education","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for Transport","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","National Crime Agency","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","UK Statistics Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Department for Education","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Department of Health and Social Care","5","5","[c]","[c]"
