"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Economics","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Heterosexual / straight","50","[c]","43360","38720"
"Leaver CS","2022","Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Heterosexual / straight","50","[c]","52410","45200"
"Leaver CS","2022","Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Heterosexual / straight","170","[c]","34740","31880"
"Leaver CS","2022","Finance","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Male","Heterosexual / straight","155","[c]","39520","33300"
"Leaver CS","2022","Finance","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Male","Undeclared","35","[c]","37100","33630"
"Leaver CS","2022","Finance","Outside London","Male","Unknown","40","[c]","37430","34290"
"Leaver CS","2022","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Heterosexual / straight","115","[c]","44280","40000"
"Leaver CS","2022","Human Resources","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Heterosexual / straight","50","[c]","45940","37280"
"Leaver CS","2022","Human Resources","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Heterosexual / straight","185","[c]","33800","29630"
"Leaver CS","2022","Human Resources","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Unknown","40","[c]","27750","25620"
"Leaver CS","2022","Human Resources","Outside London","Male","Heterosexual / straight","65","[c]","37310","33600"
"Leaver CS","2022","Human Resources","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Female","Heterosexual / straight","65","[c]","62180","51360"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
