"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Inspector of Education and Training","SEO/HEO","130","130","50140","51360"
"In post","2022","40-49","Intelligence Analysis","AA/AO","25","20","23050","21680"
"In post","2022","40-49","Intelligence Analysis","EO","370","345","27510","27370"
"In post","2022","40-49","Intelligence Analysis","G6/G7","80","75","59920","57680"
"In post","2022","40-49","Intelligence Analysis","SCS level","10","10","80830","78810"
"In post","2022","40-49","Intelligence Analysis","SEO/HEO","305","295","37010","36020"
"In post","2022","40-49","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","EO","10","10","26040","26670"
"In post","2022","40-49","Internal Audit","G6/G7","60","55","58330","57210"
"In post","2022","40-49","Internal Audit","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Internal Audit","SEO/HEO","105","105","40800","40580"
"In post","2022","40-49","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","International Trade","EO","10","10","26840","26510"
"In post","2022","40-49","International Trade","G6/G7","135","135","57300","57180"
"In post","2022","40-49","International Trade","SCS level","40","40","79590","74530"
"In post","2022","40-49","International Trade","SEO/HEO","85","85","37360","38160"
"In post","2022","40-49","Knowledge and Information Management","AA/AO","55","55","21920","21340"
"In post","2022","40-49","Knowledge and Information Management","EO","130","125","27530","27430"
"In post","2022","40-49","Knowledge and Information Management","G6/G7","105","100","56920","56120"
"In post","2022","40-49","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Knowledge and Information Management","SEO/HEO","285","275","36870","36950"
"In post","2022","40-49","Knowledge and Information Management","Unknown","10","10","36240","35700"
"In post","2022","40-49","Legal","AA/AO","55","45","22120","22080"
"In post","2022","40-49","Legal","EO","335","320","28190","26820"
"In post","2022","40-49","Legal","G6/G7","2100","1915","59700","58970"
"In post","2022","40-49","Legal","SCS level","155","150","85000","80670"
"In post","2022","40-49","Legal","SEO/HEO","975","920","39330","38190"
"In post","2022","40-49","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Medicine","AA/AO","110","100","22580","23280"
"In post","2022","40-49","Medicine","EO","55","50","32600","31530"
"In post","2022","40-49","Medicine","G6/G7","265","225","74200","77530"
"In post","2022","40-49","Medicine","SCS level","110","95","96410","95140"
"In post","2022","40-49","Medicine","SEO/HEO","225","200","41120","39630"
"In post","2022","40-49","Operational Delivery","AA/AO","19940","17670","22960","21480"
"In post","2022","40-49","Operational Delivery","EO","19250","17810","28000","27570"
"In post","2022","40-49","Operational Delivery","G6/G7","2580","2520","58090","55210"
"In post","2022","40-49","Operational Delivery","SCS level","325","315","88160","79590"
"In post","2022","40-49","Operational Delivery","SEO/HEO","10225","9870","37260","36050"
"In post","2022","40-49","Operational Delivery","Unknown","4690","4320","32520","31420"
"In post","2022","40-49","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Operational Research","EO","10","5","[c]","[c]"
"In post","2022","40-49","Operational Research","G6/G7","155","145","55270","54950"
"In post","2022","40-49","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Operational Research","SEO/HEO","70","65","39070","38210"
"In post","2022","40-49","Other","AA/AO","1920","1755","21390","21260"
"In post","2022","40-49","Other","EO","1810","1720","27330","27570"
"In post","2022","40-49","Other","G6/G7","645","620","61390","58290"
"In post","2022","40-49","Other","SCS level","125","120","92570","85400"
"In post","2022","40-49","Other","SEO/HEO","1545","1495","36900","36500"
"In post","2022","40-49","Other","Unknown","425","425","41190","35380"
"In post","2022","40-49","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning","G6/G7","30","30","57550","59500"
"In post","2022","40-49","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning","SEO/HEO","20","20","38830","38160"
"In post","2022","40-49","Planning Inspectors","G6/G7","110","100","53250","47660"
"In post","2022","40-49","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Policy","AA/AO","90","85","24230","24370"
"In post","2022","40-49","Policy","EO","385","360","28410","28650"
"In post","2022","40-49","Policy","G6/G7","3480","3325","59200","57810"
"In post","2022","40-49","Policy","SCS level","910","870","84240","77650"
"In post","2022","40-49","Policy","SEO/HEO","2450","2345","38110","38160"
"In post","2022","40-49","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Project Delivery","AA/AO","90","70","22340","21790"
"In post","2022","40-49","Project Delivery","EO","265","245","27090","26820"
"In post","2022","40-49","Project Delivery","G6/G7","1530","1500","57810","55210"
"In post","2022","40-49","Project Delivery","SCS level","130","130","87970","83000"
"In post","2022","40-49","Project Delivery","SEO/HEO","2005","1930","37690","38160"
"In post","2022","40-49","Project Delivery","Unknown","145","140","47010","42280"
"In post","2022","40-49","Property","AA/AO","165","155","20910","21250"
"In post","2022","40-49","Property","EO","280","260","27290","26880"
"In post","2022","40-49","Property","G6/G7","425","415","57580","56500"
"In post","2022","40-49","Property","SCS level","30","30","83670","76200"
"In post","2022","40-49","Property","SEO/HEO","790","765","37350","36500"
"In post","2022","40-49","Psychology","AA/AO","10","10","21710","21960"
"In post","2022","40-49","Psychology","EO","60","60","27350","27380"
"In post","2022","40-49","Psychology","G6/G7","70","70","65650","65520"
"In post","2022","40-49","Psychology","SEO/HEO","190","175","43590","45830"
"In post","2022","40-49","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Science and Engineering","AA/AO","120","115","21790","21880"
"In post","2022","40-49","Science and Engineering","EO","245","230","26800","26670"
"In post","2022","40-49","Science and Engineering","G6/G7","1110","1070","55540","54540"
"In post","2022","40-49","Science and Engineering","SCS level","30","30","86270","81780"
"In post","2022","40-49","Science and Engineering","SEO/HEO","1360","1285","38360","38830"
"In post","2022","40-49","Science and Engineering","Unknown","105","105","50030","50000"
"In post","2022","40-49","Security","AA/AO","1035","1030","28990","25000"
"In post","2022","40-49","Security","EO","245","240","34050","30110"
"In post","2022","40-49","Security","G6/G7","145","145","58900","57610"
"In post","2022","40-49","Security","SCS level","15","15","85400","78280"
"In post","2022","40-49","Security","SEO/HEO","435","430","39060","37710"
"In post","2022","40-49","Security","Unknown","55","55","34810","33950"
"In post","2022","40-49","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","G6/G7","115","105","58670","59640"
"In post","2022","40-49","Social Research","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Social Research","SEO/HEO","110","100","38030","38340"
"In post","2022","40-49","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","EO","25","20","27780","27570"
"In post","2022","40-49","Statistics","G6/G7","260","245","59450","59740"
"In post","2022","40-49","Statistics","SCS level","25","25","80750","78420"
"In post","2022","40-49","Statistics","SEO/HEO","195","180","39470","40000"
"In post","2022","40-49","Tax","AA/AO","520","485","21340","21250"
"In post","2022","40-49","Tax","EO","785","750","27240","26820"
"In post","2022","40-49","Tax","G6/G7","710","690","59060","55210"
"In post","2022","40-49","Tax","SCS level","20","20","80910","76430"
"In post","2022","40-49","Tax","SEO/HEO","1780","1730","36020","33370"
"In post","2022","40-49","Unknown","AA/AO","760","700","23310","22810"
"In post","2022","40-49","Unknown","EO","1000","950","28400","27570"
"In post","2022","40-49","Unknown","G6/G7","2540","2455","62700","62170"
"In post","2022","40-49","Unknown","SCS level","495","485","94250","85040"
"In post","2022","40-49","Unknown","SEO/HEO","2560","2475","38890","38580"
"In post","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","G6/G7","60","55","53410","52070"
"In post","2022","40-49","Veterinarian","SEO/HEO","90","90","38960","37530"
"In post","2022","50-59","Commercial","AA/AO","105","95","23300","21960"
"In post","2022","50-59","Commercial","EO","200","190","27590","27380"
"In post","2022","50-59","Commercial","G6/G7","400","395","60350","58460"
"In post","2022","50-59","Commercial","SCS level","40","40","94190","91810"
"In post","2022","50-59","Commercial","SEO/HEO","870","845","38490","38330"
"In post","2022","50-59","Commercial","Unknown","45","45","47450","41570"
"In post","2022","50-59","Communications","AA/AO","50","50","22110","21710"
"In post","2022","50-59","Communications","EO","130","125","28300","28590"
"In post","2022","50-59","Communications","G6/G7","190","190","60670","59730"
"In post","2022","50-59","Communications","SCS level","30","30","86920","81800"
"In post","2022","50-59","Communications","SEO/HEO","360","350","38260","37930"
"In post","2022","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","G6/G7","20","20","56130","54650"
"In post","2022","50-59","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","SEO/HEO","10","10","36380","38060"
"In post","2022","50-59","Counter Fraud","AA/AO","525","455","22340","21260"
"In post","2022","50-59","Counter Fraud","EO","1375","1280","28340","27570"
"In post","2022","50-59","Counter Fraud","G6/G7","75","70","60500","58700"
"In post","2022","50-59","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Counter Fraud","SEO/HEO","515","500","35870","34730"
"In post","2022","50-59","Digital, Data and Technology","AA/AO","145","140","22380","21830"
"In post","2022","50-59","Digital, Data and Technology","EO","840","805","28310","27570"
"In post","2022","50-59","Digital, Data and Technology","G6/G7","1710","1690","59250","57680"
"In post","2022","50-59","Digital, Data and Technology","SCS level","110","105","93670","87600"
"In post","2022","50-59","Digital, Data and Technology","SEO/HEO","2650","2590","38380","37880"
"In post","2022","50-59","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","EO","5","5","[c]","[c]"
"In post","2022","50-59","Economics","G6/G7","75","70","67110","68050"
"In post","2022","50-59","Economics","SCS level","25","25","107670","95540"
"In post","2022","50-59","Economics","SEO/HEO","15","15","41020","38160"
"In post","2022","50-59","Finance","AA/AO","300","270","22030","21490"
"In post","2022","50-59","Finance","EO","675","650","27520","26780"
"In post","2022","50-59","Finance","G6/G7","905","890","59940","58490"
"In post","2022","50-59","Finance","SCS level","130","125","93150","86530"
"In post","2022","50-59","Finance","SEO/HEO","1825","1785","38060","37100"
"In post","2022","50-59","Finance","Unknown","25","25","62300","53180"
"In post","2022","50-59","Geography","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Geography","EO","45","40","28180","28960"
"In post","2022","50-59","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","SEO/HEO","60","60","36580","33560"
"In post","2022","50-59","Human Resources","AA/AO","360","335","21970","21830"
"In post","2022","50-59","Human Resources","EO","460","430","27930","27570"
"In post","2022","50-59","Human Resources","G6/G7","740","725","59060","57720"
"In post","2022","50-59","Human Resources","SCS level","75","75","86940","81600"
"In post","2022","50-59","Human Resources","SEO/HEO","1205","1160","37650","37000"
"In post","2022","50-59","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Inspector of Education and Training","G6/G7","255","250","75520","75500"
"In post","2022","50-59","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Inspector of Education and Training","SEO/HEO","155","150","50650","51360"
"In post","2022","50-59","Intelligence Analysis","AA/AO","40","35","23530","23340"
"In post","2022","50-59","Intelligence Analysis","EO","460","445","28220","27370"
"In post","2022","50-59","Intelligence Analysis","G6/G7","65","65","61280","59730"
"In post","2022","50-59","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Intelligence Analysis","SEO/HEO","310","305","37530","36810"
"In post","2022","50-59","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","AA/AO","10","10","28500","28640"
"In post","2022","50-59","Internal Audit","EO","15","15","28470","27720"
"In post","2022","50-59","Internal Audit","G6/G7","100","95","60360","59310"
"In post","2022","50-59","Internal Audit","SCS level","15","15","93750","88120"
"In post","2022","50-59","Internal Audit","SEO/HEO","170","165","42310","42310"
"In post","2022","50-59","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","International Trade","EO","20","20","28530","29310"
"In post","2022","50-59","International Trade","G6/G7","105","105","57650","56400"
"In post","2022","50-59","International Trade","SCS level","35","35","92210","88520"
"In post","2022","50-59","International Trade","SEO/HEO","105","105","37160","38300"
"In post","2022","50-59","Knowledge and Information Management","AA/AO","125","125","22420","21830"
