"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","HM Land Registry","HEO","35","35","35180","33840"
"In post","2022","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SEO","15","15","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","AA","150","145","22390","21860"
"In post","2022","Asian","HM Prison and Probation Service","AO","490","470","28430","28140"
"In post","2022","Asian","HM Prison and Probation Service","EO","135","130","30370","30110"
"In post","2022","Asian","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","G7","15","15","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","HEO","205","170","36660","36480"
"In post","2022","Asian","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","SEO","100","100","48910","51150"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","745","695","29360","27980"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","AA","20","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","AO","1585","1410","21930","21250"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","EO","1395","1335","27960","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","G6","110","110","70770","70600"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","G7","430","425","57680","58600"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HEO","1505","1465","34740","33370"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","SEO","565","555","41560","40520"
"In post","2022","Asian","HM Treasury (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","G7","55","55","55140","53100"
"In post","2022","Asian","HM Treasury (excl. agencies)","HEO","95","90","35430","32960"
"In post","2022","Asian","HM Treasury (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","AA","135","115","21420","22460"
"In post","2022","Asian","Home Office","AO","955","840","23820","25630"
"In post","2022","Asian","Home Office","EO","1820","1690","27960","28670"
"In post","2022","Asian","Home Office","G6","60","60","70660","68720"
"In post","2022","Asian","Home Office","G7","260","255","58810","57460"
"In post","2022","Asian","Home Office","HEO","770","740","34450","35070"
"In post","2022","Asian","Home Office","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","SEO","455","445","42400","41970"
"In post","2022","Asian","Home Office","Unknown","35","35","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","G7","10","10","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","AO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","EO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","AO","40","35","21100","20970"
"In post","2022","Asian","Legal Aid Agency","EO","20","15","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","G7","5","5","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","AO","10","10","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","G7","15","15","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","SEO","25","25","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","AO","10","10","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","EO","60","55","27500","27400"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","G6","25","25","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","G7","35","35","53920","53830"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","HEO","55","55","33170","32980"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","SEO","60","60","41150","40850"
"In post","2022","Asian","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","EO","10","10","[c]","[c]"
"In post","2022","Asian","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","AA","120","120","20600","19810"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","AO","235","220","24670","23280"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","EO","170","165","28770","28350"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","G6","35","30","75960","72130"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","G7","60","55","61140","58550"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","HEO","185","185","35630","35000"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","SEO","175","170","44390","44500"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","AO","30","30","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","EO","90","90","27770","28310"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","G6","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","G7","110","110","57740","56440"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","HEO","145","140","34020","34260"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","SEO","145","145","42110","41750"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","AO","30","30","23960","24470"
"In post","2022","Asian","National Crime Agency","EO","125","120","33890","32770"
"In post","2022","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","G7","15","15","[c]","[c]"
"In post","2022","Asian","National Crime Agency","HEO","80","75","40420","40170"
"In post","2022","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","SEO","30","30","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","G7","10","10","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","AO","15","15","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","G7","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","HEO","25","25","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO","30","25","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","AO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","EO","45","45","26540","25750"
"In post","2022","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","G7","40","40","58170","57750"
"In post","2022","Asian","Office of Gas and Electricity Markets","HEO","30","30","34510","34050"
"In post","2022","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","G7","5","5","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
