"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Legal Aid Agency","Legal","45","45","54400","51120"
"In post","2022","No function","Legal Aid Agency","Operational Delivery","1075","1005","28680","25120"
"In post","2022","No function","Legal Aid Agency","Policy","15","15","47820","44300"
"In post","2022","No function","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Operational Delivery","785","765","37000","33150"
"In post","2022","No function","Maritime and Coastguard Agency","Policy","195","190","39200","38650"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Communications","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Medicine","130","120","66460","67750"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","155","150","39920","33140"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Other","220","215","49210","43740"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Policy","25","25","51440","53620"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","290","280","50690","45140"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Statistics","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Communications","15","15","36210","34260"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","110","105","27620","23720"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Legal","60","60","58920","58120"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Operational Delivery","1175","1140","39050","34260"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Policy","725","705","46760","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Project Delivery","40","40","45710","42830"
"In post","2022","No function","National Crime Agency","Operational Delivery","4775","4665","40370","37560"
"In post","2022","No function","National Infrastructure Commission","Economics","5","5","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","Policy","35","35","55140","52360"
"In post","2022","No function","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Operational Delivery","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Other","45","45","59570","42660"
"In post","2022","No function","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Economics","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Operational Delivery","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Other","15","15","38130","30890"
"In post","2022","No function","Northern Ireland Office","Policy","85","85","48190","41750"
"In post","2022","No function","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","870","850","64950","64500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","200","185","29640","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","255","245","29430","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","75","75","49320","42460"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Statistics","10","10","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","45","45","42900","41000"
"In post","2022","No function","Office of Gas and Electricity Markets","Economics","5","5","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Internal Audit","15","15","27550","25750"
"In post","2022","No function","Office of Gas and Electricity Markets","Operational Delivery","175","175","29420","25000"
"In post","2022","No function","Office of Gas and Electricity Markets","Other","535","525","44220","37000"
"In post","2022","No function","Office of Gas and Electricity Markets","Policy","85","85","37780","34100"
"In post","2022","No function","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Communications","15","15","43510","38970"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Economics","5","5","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","110","105","43960","38000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","20","20","49220","47270"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Policy","40","40","49880","46660"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","15","15","39090","36750"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Statistics","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Operational Delivery","145","135","53340","51810"
"In post","2022","No function","Office of Rail and Road","Policy","75","70","56290","55000"
"In post","2022","No function","Office of Rail and Road","Science and Engineering","25","25","62800","60260"
"In post","2022","No function","Office of the Public Guardian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Legal","20","20","36740","36050"
"In post","2022","No function","Office of the Public Guardian","Operational Delivery","1390","1280","23690","20970"
"In post","2022","No function","Office of the Public Guardian","Policy","10","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","25","25","47330","38000"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","15","15","45060","41750"
"In post","2022","No function","Office of the Secretary of State for Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Policy","25","25","47230","38900"
"In post","2022","No function","Planning Inspectorate","Knowledge and Information Management","15","15","28690","27530"
"In post","2022","No function","Planning Inspectorate","Operational Delivery","235","220","25250","22560"
