"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Digital, Data & Technology","Attorney General's Departments","Outside London","15","15","28900","25920"
"In post","2022","20-29","Digital, Data & Technology","Cabinet Office","London","185","185","43440","40600"
"In post","2022","20-29","Digital, Data & Technology","Cabinet Office","Outside London","55","55","33820","32000"
"In post","2022","20-29","Digital, Data & Technology","Cabinet Office","Unknown","15","15","36760","34650"
"In post","2022","20-29","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Competition and Markets Authority","London","15","15","47080","42290"
"In post","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","40","40","34100","30930"
"In post","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","300","300","28270","30660"
"In post","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","15","15","31670","30930"
"In post","2022","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Education","London","65","65","40350","40230"
"In post","2022","20-29","Digital, Data & Technology","Department for Education","Outside London","115","115","34390","30200"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","20","20","34880","32560"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","80","80","32220","29180"
"In post","2022","20-29","Digital, Data & Technology","Department for International Trade","London","50","50","38170","35100"
"In post","2022","20-29","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","15","15","43590","39820"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Transport","Outside London","155","155","31080","30730"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions","London","30","30","39600","37160"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions","Outside London","370","370","35190","31990"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","London","100","100","36540","32790"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","Outside London","20","20","29390","28590"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","50","50","31870","33930"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","London","15","15","34170","30600"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","Outside London","110","110","29950","27130"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs","London","60","60","41490","37930"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs","Outside London","475","470","33740","33080"
"In post","2022","20-29","Digital, Data & Technology","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence","London","20","20","33950","30200"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence","Outside London","370","365","28550","26670"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice","London","85","85","40010","41750"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice","Outside London","75","75","34970","34110"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","London","20","20","37000","40170"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","Outside London","25","25","29600","28840"
"In post","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Scottish Government","Outside London","40","40","31200","30450"
"In post","2022","20-29","Digital, Data & Technology","The National Archives","London","20","15","29690","30000"
"In post","2022","20-29","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","Outside London","110","110","30900","30210"
"In post","2022","20-29","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Attorney General's Departments","London","15","15","27980","26960"
"In post","2022","20-29","Finance","Attorney General's Departments","Outside London","15","15","24660","23840"
"In post","2022","20-29","Finance","Cabinet Office","London","25","25","36630","34550"
"In post","2022","20-29","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy","London","25","25","45660","45720"
"In post","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy","Outside London","20","20","29260","24500"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","London","15","15","42530","41270"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education","London","25","25","40850","37120"
"In post","2022","20-29","Finance","Department for Education","Outside London","225","220","32770","29360"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs","Outside London","40","40","30100","29180"
"In post","2022","20-29","Finance","Department for International Trade","London","15","15","42190","39780"
"In post","2022","20-29","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Levelling Up, Housing and Communities","London","15","15","45930","53130"
"In post","2022","20-29","Finance","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Transport","London","20","20","51300","54110"
"In post","2022","20-29","Finance","Department for Transport","Outside London","40","40","27830","26130"
"In post","2022","20-29","Finance","Department for Work and Pensions","London","35","35","40670","36650"
"In post","2022","20-29","Finance","Department for Work and Pensions","Outside London","130","130","30890","31990"
"In post","2022","20-29","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care","London","110","110","37330","32870"
"In post","2022","20-29","Finance","Department of Health and Social Care","Outside London","65","65","31960","28970"
"In post","2022","20-29","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office","London","30","30","40960","38600"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office","Outside London","25","25","31830","28000"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs","London","65","65","42080","43430"
"In post","2022","20-29","Finance","HM Revenue and Customs","Outside London","280","265","25710","21250"
"In post","2022","20-29","Finance","HM Treasury","London","30","30","40810","35980"
"In post","2022","20-29","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Defence","London","30","30","41700","43230"
