"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","EO","EO","Female","40","[c]","22610","21120"
"Leaver Dept.","2022","Defence Equipment and Support","EO","EO","Male","70","[c]","23000","23260"
"Leaver Dept.","2022","Defence Equipment and Support","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","SEO/HEO","HEO","Female","65","[c]","28840","28560"
"Leaver Dept.","2022","Defence Equipment and Support","SEO/HEO","HEO","Male","75","[c]","30330","30220"
"Leaver Dept.","2022","Defence Equipment and Support","SEO/HEO","SEO","Female","50","[c]","38530","38940"
"Leaver Dept.","2022","Defence Equipment and Support","SEO/HEO","SEO","Male","75","[c]","40160","40680"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Female","85","[c]","53450","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Male","80","[c]","53380","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Female","80","[c]","33030","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Male","75","[c]","32730","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Female","60","[c]","39580","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Male","65","[c]","40330","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Male","35","[c]","54280","53230"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Female","60","[c]","34570","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Male","40","[c]","35640","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","EO","EO","Female","30","[c]","27230","27250"
"Leaver Dept.","2022","Department for Education (excl. agencies)","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","G6/G7","G7","Female","55","[c]","52700","53420"
"Leaver Dept.","2022","Department for Education (excl. agencies)","G6/G7","G7","Male","45","[c]","52670","53420"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SEO/HEO","HEO","Female","60","[c]","32060","32940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SEO/HEO","HEO","Male","40","[c]","32640","32940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SEO/HEO","SEO","Female","75","[c]","39680","40230"
"Leaver Dept.","2022","Department for Education (excl. agencies)","SEO/HEO","SEO","Male","40","[c]","40060","40230"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G7","Male","25","[c]","[c]","[c]"
