"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Barnet","SEO/HEO","Female","360","350","38020","38930"
"In post","2022","London","Barnet","SEO/HEO","Male","220","215","40090","40070"
"In post","2022","London","Barnet","Unknown","Female","75","70","33130","30200"
"In post","2022","London","Barnet","Unknown","Male","40","35","32550","31040"
"In post","2022","London","Bexley and Greenwich","AA/AO","Female","455","425","26980","24960"
"In post","2022","London","Bexley and Greenwich","AA/AO","Male","445","435","30430","31790"
"In post","2022","London","Bexley and Greenwich","EO","Female","320","295","31380","31060"
"In post","2022","London","Bexley and Greenwich","EO","Male","225","215","33410","31880"
"In post","2022","London","Bexley and Greenwich","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Bexley and Greenwich","SEO/HEO","Female","85","85","41010","39670"
"In post","2022","London","Bexley and Greenwich","SEO/HEO","Male","130","125","41850","40710"
"In post","2022","London","Bexley and Greenwich","Unknown","Female","65","60","31700","28690"
"In post","2022","London","Bexley and Greenwich","Unknown","Male","40","40","34080","33950"
"In post","2022","London","Brent","AA/AO","Female","105","90","24340","24310"
"In post","2022","London","Brent","AA/AO","Male","35","30","23940","24310"
"In post","2022","London","Brent","EO","Female","175","160","30840","31060"
"In post","2022","London","Brent","EO","Male","100","100","30680","31060"
"In post","2022","London","Brent","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","London","Brent","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","London","Brent","SEO/HEO","Female","50","45","39790","37820"
"In post","2022","London","Brent","SEO/HEO","Male","60","55","40320","38000"
"In post","2022","London","Brent","Unknown","Female","60","55","32640","30200"
"In post","2022","London","Brent","Unknown","Male","15","15","[c]","[c]"
"In post","2022","London","Bromley","AA/AO","Female","90","80","23920","23720"
"In post","2022","London","Bromley","AA/AO","Male","30","30","23770","23720"
"In post","2022","London","Bromley","EO","Female","165","150","31040","31060"
"In post","2022","London","Bromley","EO","Male","60","60","31270","31060"
"In post","2022","London","Bromley","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","London","Bromley","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","London","Bromley","SEO/HEO","Female","50","50","39740","37610"
"In post","2022","London","Bromley","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","London","Bromley","Unknown","Female","100","95","32810","30200"
"In post","2022","London","Bromley","Unknown","Male","30","25","[c]","[c]"
"In post","2022","London","Camden and City of London","AA/AO","Female","385","355","23820","23720"
"In post","2022","London","Camden and City of London","AA/AO","Male","320","310","24890","23720"
"In post","2022","London","Camden and City of London","EO","Female","275","255","29450","28990"
"In post","2022","London","Camden and City of London","EO","Male","175","170","29980","28850"
"In post","2022","London","Camden and City of London","G6/G7","Female","155","140","68070","62580"
"In post","2022","London","Camden and City of London","G6/G7","Male","245","240","72870","64430"
"In post","2022","London","Camden and City of London","SCS level","Female","15","10","[c]","[c]"
"In post","2022","London","Camden and City of London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","London","Camden and City of London","SEO/HEO","Female","250","240","39980","38370"
"In post","2022","London","Camden and City of London","SEO/HEO","Male","225","225","39950","37640"
"In post","2022","London","Camden and City of London","Unknown","Female","30","25","[c]","[c]"
"In post","2022","London","Camden and City of London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","London","Croydon","AA/AO","Female","1040","910","25040","25630"
"In post","2022","London","Croydon","AA/AO","Male","590","570","24950","25630"
"In post","2022","London","Croydon","EO","Female","1685","1555","29870","29370"
"In post","2022","London","Croydon","EO","Male","1090","1075","30030","29970"
"In post","2022","London","Croydon","G6/G7","Female","845","810","63740","62120"
"In post","2022","London","Croydon","G6/G7","Male","1030","1010","64700","62120"
"In post","2022","London","Croydon","SCS level","Female","55","55","85370","82030"
"In post","2022","London","Croydon","SCS level","Male","40","40","93400","82530"
"In post","2022","London","Croydon","SEO/HEO","Female","2135","2040","39510","37930"
"In post","2022","London","Croydon","SEO/HEO","Male","1910","1870","40010","38100"
"In post","2022","London","Croydon","Unknown","Female","95","90","33600","32090"
"In post","2022","London","Croydon","Unknown","Male","35","30","[c]","[c]"
"In post","2022","London","Ealing","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","London","Ealing","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","London","Ealing","EO","Female","210","195","31190","31060"
"In post","2022","London","Ealing","EO","Male","105","105","30980","31060"
"In post","2022","London","Ealing","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","London","Ealing","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","London","Ealing","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","London","Ealing","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2022","London","Ealing","Unknown","Female","55","55","33600","34100"
"In post","2022","London","Ealing","Unknown","Male","30","25","[c]","[c]"
"In post","2022","London","Enfield","AA/AO","Female","35","30","23940","23720"
"In post","2022","London","Enfield","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","London","Enfield","EO","Female","155","140","30990","31060"
"In post","2022","London","Enfield","EO","Male","70","70","30970","31060"
"In post","2022","London","Enfield","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Enfield","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","London","Enfield","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","London","Enfield","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","London","Enfield","Unknown","Female","25","20","[c]","[c]"
"In post","2022","London","Enfield","Unknown","Male","10","10","[c]","[c]"
"In post","2022","London","Hackney and Newham","AA/AO","Female","625","520","24910","25110"
"In post","2022","London","Hackney and Newham","AA/AO","Male","335","320","24910","25110"
"In post","2022","London","Hackney and Newham","EO","Female","1145","1055","31250","31060"
"In post","2022","London","Hackney and Newham","EO","Male","815","795","31220","31060"
"In post","2022","London","Hackney and Newham","G6/G7","Female","505","480","65320","62120"
"In post","2022","London","Hackney and Newham","G6/G7","Male","595","575","65940","62120"
"In post","2022","London","Hackney and Newham","SCS level","Female","35","35","85070","82340"
"In post","2022","London","Hackney and Newham","SCS level","Male","45","45","86970","82340"
"In post","2022","London","Hackney and Newham","SEO/HEO","Female","1130","1085","39960","37930"
"In post","2022","London","Hackney and Newham","SEO/HEO","Male","1235","1205","40470","38470"
"In post","2022","London","Hackney and Newham","Unknown","Female","80","75","32040","31150"
"In post","2022","London","Hackney and Newham","Unknown","Male","35","35","30870","27980"
"In post","2022","London","Haringey and Islington","AA/AO","Female","335","310","27100","25110"
"In post","2022","London","Haringey and Islington","AA/AO","Male","335","325","30330","32040"
"In post","2022","London","Haringey and Islington","EO","Female","295","275","30950","31060"
"In post","2022","London","Haringey and Islington","EO","Male","205","200","32010","31060"
"In post","2022","London","Haringey and Islington","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","London","Haringey and Islington","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","London","Haringey and Islington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Haringey and Islington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Haringey and Islington","SEO/HEO","Female","110","105","40150","36650"
"In post","2022","London","Haringey and Islington","SEO/HEO","Male","70","70","42620","42300"
"In post","2022","London","Haringey and Islington","Unknown","Female","155","145","33640","34100"
"In post","2022","London","Haringey and Islington","Unknown","Male","70","70","35670","35310"
"In post","2022","London","Harrow and Hillingdon","AA/AO","Female","290","255","24950","25630"
"In post","2022","London","Harrow and Hillingdon","AA/AO","Male","235","225","25630","25630"
"In post","2022","London","Harrow and Hillingdon","EO","Female","880","780","29640","29080"
"In post","2022","London","Harrow and Hillingdon","EO","Male","1020","950","29330","29080"
"In post","2022","London","Harrow and Hillingdon","G6/G7","Female","45","40","64000","58370"
"In post","2022","London","Harrow and Hillingdon","G6/G7","Male","50","45","65810","60190"
"In post","2022","London","Harrow and Hillingdon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","SEO/HEO","Female","320","300","37360","36160"
"In post","2022","London","Harrow and Hillingdon","SEO/HEO","Male","350","340","37230","36650"
"In post","2022","London","Harrow and Hillingdon","Unknown","Female","45","40","32900","32890"
"In post","2022","London","Harrow and Hillingdon","Unknown","Male","15","15","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","AA/AO","Female","460","415","26460","24960"
"In post","2022","London","Hounslow and Richmond upon Thames","AA/AO","Male","460","435","28120","25630"
"In post","2022","London","Hounslow and Richmond upon Thames","EO","Female","525","485","29750","29080"
"In post","2022","London","Hounslow and Richmond upon Thames","EO","Male","440","430","30500","29410"
"In post","2022","London","Hounslow and Richmond upon Thames","G6/G7","Female","80","75","54640","53600"
"In post","2022","London","Hounslow and Richmond upon Thames","G6/G7","Male","85","80","57370","57460"
"In post","2022","London","Hounslow and Richmond upon Thames","SCS level","Female","5","5","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","SEO/HEO","Female","415","400","37040","35280"
"In post","2022","London","Hounslow and Richmond upon Thames","SEO/HEO","Male","390","380","38990","37500"
"In post","2022","London","Hounslow and Richmond upon Thames","Unknown","Female","60","60","31620","28690"
"In post","2022","London","Hounslow and Richmond upon Thames","Unknown","Male","25","25","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Female","195","185","29790","30520"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Male","255","245","31090","31850"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","EO","Female","145","140","31530","31060"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","EO","Male","105","105","33580","31060"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Female","50","45","41790","39720"
