"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Planning Inspectorate","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","30","[c]","27640","22780"
"New entrant CS","2022","Unknown","Revenue Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","155","[c]","20590","16190"
"New entrant CS","2022","Unknown","Rural Payments Agency","345","[c]","21890","21300"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","160","[c]","22890","22000"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","590","[c]","35580","31540"
"New entrant CS","2022","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","355","[c]","22880","21640"
"New entrant CS","2022","Unknown","Scottish Public Pensions Agency","45","[c]","24960","24400"
"New entrant CS","2022","Unknown","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Security Scotland","530","[c]","26910","27230"
"New entrant CS","2022","Unknown","Student Awards Agency for Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Submarine Delivery Agency","45","[c]","33020","27550"
"New entrant CS","2022","Unknown","Teaching Regulation Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The Insolvency Service","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Transport Scotland","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Health Security Agency","470","[c]","45210","38570"
"New entrant CS","2022","Unknown","UK Hydrographic Office","60","[c]","29680","26740"
"New entrant CS","2022","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","95","[c]","25860","19860"
"New entrant CS","2022","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Valuation Office Agency","240","[c]","26010","22010"
"New entrant CS","2022","Unknown","Veterinary Medicines Directorate","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Revenue Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Advisory, Conciliation and Arbitration Service","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Animal and Plant Health Agency","355","[c]","26080","24920"
"New entrant CS","2022","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office (excl. agencies)","595","[c]","38800","32000"
"New entrant CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","80","[c]","26640","25460"
"New entrant CS","2022","White","Charity Commission","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Companies House","110","[c]","28080","24500"
"New entrant CS","2022","White","Competition and Markets Authority","85","[c]","48770","37210"
"New entrant CS","2022","White","Criminal Injuries Compensation Authority","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Crown Commercial Service","90","[c]","31870","30420"
"New entrant CS","2022","White","Crown Office and Procurator Fiscal Service","385","[c]","26000","21050"
"New entrant CS","2022","White","Crown Prosecution Service","475","[c]","31540","25480"
"New entrant CS","2022","White","Defence Equipment and Support","630","[c]","31760","28000"
"New entrant CS","2022","White","Defence Science and Technology Laboratory","385","[c]","30270","27010"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","405","[c]","38320","33570"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","280","[c]","35740","34020"
"New entrant CS","2022","White","Department for Education (excl. agencies)","495","[c]","35220","32870"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","1120","[c]","38000","35900"
"New entrant CS","2022","White","Department for International Trade","200","[c]","37980","31800"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","345","[c]","36640","33210"
"New entrant CS","2022","White","Department for Transport (excl. agencies)","330","[c]","43610","42470"
"New entrant CS","2022","White","Department for Work and Pensions (excl. agencies)","6145","[c]","25750","27570"
"New entrant CS","2022","White","Department of Health and Social Care (excl. agencies)","300","[c]","36990","32790"
"New entrant CS","2022","White","Disclosure Scotland","45","[c]","25380","21050"
"New entrant CS","2022","White","Driver and Vehicle Licensing Agency","375","[c]","22550","21840"
"New entrant CS","2022","White","Driver and Vehicle Standards Agency","245","[c]","26860","26130"
"New entrant CS","2022","White","Education and Skills Funding Agency","105","[c]","33480","29360"
"New entrant CS","2022","White","Education Scotland","30","[c]","50760","65280"
"New entrant CS","2022","White","Estyn","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","160","[c]","33270","30350"
"New entrant CS","2022","White","Food Standards Scotland","45","[c]","32160","31540"
"New entrant CS","2022","White","Government Actuary's Department","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Government Internal Audit Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Government Legal Department","190","[c]","41260","43920"
"New entrant CS","2022","White","Government Property Agency","45","[c]","44200","41450"
"New entrant CS","2022","White","Health and Safety Executive","225","[c]","33760","29380"
"New entrant CS","2022","White","HM Courts and Tribunals Service","730","[c]","23830","20970"
"New entrant CS","2022","White","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","275","[c]","26370","22600"
"New entrant CS","2022","White","HM Prison and Probation Service","8060","[c]","26840","24270"
"New entrant CS","2022","White","HM Revenue and Customs (excl. agencies)","3830","[c]","27370","26590"
"New entrant CS","2022","White","HM Treasury (excl. agencies)","210","[c]","32880","28500"
"New entrant CS","2022","White","Home Office","540","[c]","29980","24880"
"New entrant CS","2022","White","Institute for Apprenticeships and Technical Education","40","[c]","40690","36570"
"New entrant CS","2022","White","Intellectual Property Office","125","[c]","28710","24030"
"New entrant CS","2022","White","Legal Aid Agency","45","[c]","23300","20970"
"New entrant CS","2022","White","Maritime and Coastguard Agency","110","[c]","31880","26840"
"New entrant CS","2022","White","Medicines and Healthcare Products Regulatory Agency","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Met Office","180","[c]","28360","24360"
"New entrant CS","2022","White","Ministry of Defence (excl. agencies)","1790","[c]","30170","26350"
"New entrant CS","2022","White","Ministry of Justice (excl. agencies)","325","[c]","36830","34260"
"New entrant CS","2022","White","National Crime Agency","395","[c]","37060","36200"
"New entrant CS","2022","White","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","White","National Records of Scotland","30","[c]","[c]","[c]"
"New entrant CS","2022","White","National Savings and Investments","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Northern Ireland Office","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office for Standards in Education, Children's Services and Skills","200","[c]","50880","46360"
"New entrant CS","2022","White","Office of Gas and Electricity Markets","290","[c]","36590","29520"
"New entrant CS","2022","White","Office of Qualifications and Examinations Regulation","45","[c]","37910","38000"
"New entrant CS","2022","White","Office of Rail and Road","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Public Guardian","45","[c]","22890","20970"
"New entrant CS","2022","White","Office of the Scottish Charity Regulator","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Planning Inspectorate","40","[c]","34110","36750"
"New entrant CS","2022","White","Public Health England","180","[c]","40570","36330"
"New entrant CS","2022","White","Queen Elizabeth II Centre","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Registers of Scotland","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Revenue Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Rural Payments Agency","175","[c]","22040","21300"
"New entrant CS","2022","White","Scottish Courts and Tribunals Service","140","[c]","24800","22000"
"New entrant CS","2022","White","Scottish Fiscal Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Scottish Government (excl. agencies)","785","[c]","34980","31540"
"New entrant CS","2022","White","Scottish Housing Regulator","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Scottish Prison Service","35","[c]","24720","21640"
"New entrant CS","2022","White","Scottish Public Pensions Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Serious Fraud Office","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Social Security Scotland","775","[c]","27540","27230"
"New entrant CS","2022","White","Standards and Testing Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Student Awards Agency for Scotland","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Submarine Delivery Agency","175","[c]","36000","33000"
"New entrant CS","2022","White","Teaching Regulation Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","White","The Insolvency Service","40","[c]","29570","26100"
"New entrant CS","2022","White","The National Archives","70","[c]","32830","28040"
"New entrant CS","2022","White","Transport Scotland","30","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Debt Management Office","10","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Export Finance","65","[c]","44860","42500"
"New entrant CS","2022","White","UK Health Security Agency","1050","[c]","35910","32310"
"New entrant CS","2022","White","UK Hydrographic Office","60","[c]","26720","20420"
"New entrant CS","2022","White","UK Space Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Statistics Authority","765","[c]","29760","30210"
"New entrant CS","2022","White","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Valuation Office Agency","225","[c]","26230","25000"
"New entrant CS","2022","White","Vehicle Certification Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Veterinary Medicines Directorate","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Water Services Regulation Authority","40","[c]","48130","39000"
"New entrant CS","2022","White","Welsh Government (excl. agencies)","305","[c]","35220","31210"
"New entrant CS","2022","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Wilton Park","10","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"","On 1 October 2021, Public Health England was dissolved and its staff were transferred into either the newly created UK Health Security Agency, the NHS or the Department for Health and Social Care (excl. agencies). In addition to this the DHSC have been offboarding Test and Trace staff as well as onboarding the former PHE staff onto their system and so caution should be advised when interpretting data at DHSC as they are currently undertaking data cleansing exercises. PHE only includes entrants and leavers up to 30 September 2021 and UKHSA only inlcudes entrants and leavers from 1 October to 31 March 2022.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
