"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Forestry and Land Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","SEO/HEO","SEO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","EO","EO","35","35","29580","29280"
"In post","2022","Declared disabled","Government Legal Department","G6/G7","G6","60","50","67730","66020"
"In post","2022","Declared disabled","Government Legal Department","G6/G7","G7","65","65","52220","51250"
"In post","2022","Declared disabled","Government Legal Department","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","AA/AO","AO","45","40","22190","22410"
"In post","2022","Declared disabled","Health and Safety Executive","EO","EO","75","70","27670","26410"
"In post","2022","Declared disabled","Health and Safety Executive","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","G6/G7","G7","35","35","56840","53430"
"In post","2022","Declared disabled","Health and Safety Executive","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","SEO/HEO","HEO","55","50","33620","32500"
"In post","2022","Declared disabled","Health and Safety Executive","SEO/HEO","SEO","110","105","47370","46320"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","AA/AO","AA","255","215","19740","19200"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","AA/AO","AO","1110","980","21600","20970"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","EO","EO","340","325","26250","25120"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","G6/G7","G7","45","40","55140","54270"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","HEO","145","140","32110","30450"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","SEO","165","155","40880","41560"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","AO","190","175","22620","22600"
"In post","2022","Declared disabled","HM Land Registry","EO","EO","255","220","27370","27130"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","G7","20","15","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","HEO","125","110","34590","33840"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","SEO","70","60","41990","40860"
"In post","2022","Declared disabled","HM Prison and Probation Service","AA/AO","AA","610","565","21720","20920"
"In post","2022","Declared disabled","HM Prison and Probation Service","AA/AO","AO","1785","1660","27580","27120"
"In post","2022","Declared disabled","HM Prison and Probation Service","EO","EO","675","635","30490","30140"
"In post","2022","Declared disabled","HM Prison and Probation Service","G6/G7","G6","30","30","80270","81790"
"In post","2022","Declared disabled","HM Prison and Probation Service","G6/G7","G7","45","45","65200","64590"
"In post","2022","Declared disabled","HM Prison and Probation Service","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","SEO/HEO","HEO","460","435","35530","36550"
"In post","2022","Declared disabled","HM Prison and Probation Service","SEO/HEO","SEO","320","315","49720","50690"
"In post","2022","Declared disabled","HM Prison and Probation Service","Unknown","Unknown","3305","3080","30770","28300"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AA","100","80","21290","21250"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AO","1810","1520","21900","21680"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","EO","1350","1220","27660","26820"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G6","170","160","70250","67910"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G7","550","525","56470","55210"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","1405","1320","34240","33370"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","700","670","41130","40520"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","EO","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","G6/G7","G6","30","30","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","G6/G7","G7","65","60","54540","52840"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","SEO/HEO","HEO","90","85","34780","32960"
"In post","2022","Declared disabled","Home Office","AA/AO","AA","110","95","19460","18240"
"In post","2022","Declared disabled","Home Office","AA/AO","AO","625","545","22610","21680"
"In post","2022","Declared disabled","Home Office","EO","EO","1145","1055","27040","26160"
"In post","2022","Declared disabled","Home Office","G6/G7","G6","80","80","69840","68720"
"In post","2022","Declared disabled","Home Office","G6/G7","G7","210","205","57110","57460"
"In post","2022","Declared disabled","Home Office","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Declared disabled","Home Office","SEO/HEO","HEO","510","480","33430","32830"
"In post","2022","Declared disabled","Home Office","SEO/HEO","SEO","330","325","41220","41950"
"In post","2022","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","EO","EO","30","30","26620","25470"
"In post","2022","Declared disabled","Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","AA/AO","AO","70","60","21090","20970"
"In post","2022","Declared disabled","Legal Aid Agency","EO","EO","45","45","25660","25120"
"In post","2022","Declared disabled","Legal Aid Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","EO","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
